tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label
"(17, 58)",-55.0,-57.0,,,-67.0,,-50.0,-61.0,-73.0,2948
"(17, 58)",-67.0,-54.0,-62.0,,-68.0,-67.0,-43.0,-59.0,-71.0,2948
"(17, 58)",-58.0,-43.0,-57.0,-78.0,-73.0,-64.0,-46.0,-64.0,-74.0,2948
"(17, 58)",,-48.0,,,,-68.0,-50.0,-62.0,,2948
"(17, 58)",-64.0,-54.0,-68.0,,-82.0,-71.0,-48.0,-61.0,-72.0,2948
"(17, 58)",-69.0,-57.0,-66.0,-56.0,-75.0,,-51.0,-53.0,-72.0,2948
"(17, 58)",-66.0,-55.0,,-75.0,-76.0,-74.0,,,,2948
"(17, 58)",-63.0,-54.0,-69.0,-73.0,-77.0,,-47.0,-54.0,-72.0,2948
"(17, 58)",-60.0,,-71.0,,-70.0,-68.0,-48.0,-63.0,-81.0,2948
"(17, 58)",-70.0,-48.0,-65.0,-80.0,-67.0,-69.0,-46.0,-62.0,-76.0,2948
"(17, 58)",-69.0,-62.0,-64.0,,-73.0,-65.0,-48.0,-62.0,-78.0,2948
"(17, 58)",-78.0,,-52.0,,,,-62.0,-64.0,-64.0,2948
"(17, 58)",-66.0,-54.0,-62.0,,-67.0,-76.0,-44.0,-60.0,-84.0,2948
"(17, 58)",,-66.0,-53.0,,,,,-58.0,-76.0,2948
"(17, 58)",,,-66.0,-79.0,-75.0,,-51.0,,,2948
"(17, 58)",-58.0,-54.0,-64.0,,-68.0,-76.0,-46.0,-69.0,-81.0,2948
"(17, 58)",-62.0,,,-74.0,,,-49.0,,-71.0,2948
"(17, 58)",,,-61.0,-65.0,,,-62.0,-56.0,-72.0,2948
"(17, 58)",-55.0,-54.0,-56.0,-80.0,-73.0,-68.0,-51.0,-62.0,-78.0,2948
"(17, 58)",-66.0,-60.0,-50.0,-74.0,-83.0,,-46.0,-69.0,-75.0,2948
"(17, 58)",,,-65.0,,-61.0,,-50.0,-61.0,-78.0,2948
"(17, 58)",-74.0,-64.0,-62.0,-63.0,-77.0,,-63.0,-56.0,-72.0,2948
"(17, 58)",-53.0,-49.0,-57.0,,-67.0,,-48.0,-68.0,-77.0,2948
"(17, 58)",-60.0,-59.0,-58.0,,-76.0,-73.0,-49.0,-69.0,-73.0,2948
"(17, 58)",-72.0,-60.0,-59.0,-63.0,-82.0,-72.0,-61.0,,-70.0,2948
"(17, 58)",-77.0,-65.0,-60.0,-75.0,-79.0,-76.0,-55.0,-52.0,-63.0,2948
"(17, 58)",,,,,,,-48.0,-52.0,-73.0,2948
"(17, 58)",-71.0,-60.0,-51.0,-73.0,-84.0,,-62.0,-54.0,-71.0,2948
"(17, 58)",,-55.0,-54.0,-78.0,-80.0,-73.0,-48.0,-57.0,-78.0,2948
"(17, 58)",-67.0,-59.0,-49.0,,-80.0,-71.0,-48.0,-56.0,-68.0,2948
"(17, 58)",-59.0,-51.0,-62.0,,-74.0,-66.0,-45.0,-67.0,-69.0,2948
"(17, 58)",,,-55.0,-77.0,,,-58.0,-52.0,-79.0,2948
"(17, 58)",-60.0,,-59.0,,-71.0,,-49.0,,-78.0,2948
"(17, 58)",-63.0,,,,-83.0,-70.0,-51.0,,-78.0,2948
"(17, 58)",-67.0,-54.0,-63.0,,-67.0,-68.0,-44.0,-61.0,-72.0,2948
"(17, 58)",-71.0,,-60.0,-64.0,-78.0,,-52.0,-59.0,-70.0,2948
"(17, 58)",,,,,,,,-66.0,-83.0,2948
"(17, 58)",-57.0,-62.0,,,-67.0,-71.0,-48.0,-60.0,-79.0,2948
"(17, 58)",-69.0,-49.0,,,-65.0,-68.0,-43.0,-62.0,-75.0,2948
"(17, 58)",-61.0,-47.0,,,-68.0,-63.0,-45.0,-69.0,-80.0,2948
"(17, 58)",-57.0,-68.0,-65.0,,-71.0,-71.0,-47.0,-69.0,-82.0,2948
"(17, 58)",-63.0,-55.0,-53.0,,-74.0,-72.0,-47.0,-57.0,-66.0,2948
"(17, 58)",-61.0,,-64.0,,-76.0,,,-64.0,-84.0,2948
"(17, 58)",-71.0,-55.0,-50.0,-69.0,-82.0,,-49.0,-56.0,-79.0,2948
"(17, 58)",-55.0,-54.0,,-77.0,-74.0,-68.0,-48.0,,,2948
"(17, 58)",,-72.0,-66.0,,,,,,-76.0,2948
"(17, 58)",-67.0,-63.0,-68.0,,-69.0,-66.0,-49.0,-66.0,-81.0,2948
"(17, 58)",-53.0,-49.0,,-82.0,-66.0,-69.0,-56.0,,-79.0,2948
"(17, 58)",,-57.0,-68.0,,-71.0,-76.0,-41.0,-55.0,-72.0,2948
"(17, 58)",-63.0,,-61.0,,-82.0,,-50.0,,-75.0,2948
"(17, 58)",-63.0,-56.0,-52.0,,-74.0,,-46.0,,-68.0,2948
"(17, 58)",-76.0,-62.0,-59.0,,,-73.0,-45.0,-61.0,-74.0,2948
"(17, 58)",,-56.0,-49.0,-72.0,,,-55.0,-53.0,-73.0,2948
"(17, 58)",-66.0,-54.0,-56.0,-69.0,-73.0,,-52.0,-65.0,-73.0,2948
"(17, 58)",-65.0,-51.0,-65.0,,-68.0,-70.0,-47.0,-56.0,-81.0,2948
"(17, 58)",-66.0,-53.0,-63.0,,-73.0,-70.0,-48.0,-71.0,-80.0,2948
"(17, 58)",-71.0,-55.0,-59.0,,-66.0,,-41.0,,-75.0,2948
"(17, 58)",-62.0,-48.0,-71.0,-72.0,-72.0,-65.0,,-62.0,-81.0,2948
"(17, 58)",,,-56.0,-73.0,-75.0,,,,,2948
"(17, 58)",-57.0,,-64.0,,,-72.0,,-66.0,-84.0,2948
"(17, 58)",-54.0,-47.0,-70.0,,-70.0,-67.0,-52.0,,,2948
"(17, 58)",-69.0,-59.0,-47.0,-70.0,-80.0,-76.0,,,-72.0,2948
"(17, 58)",-74.0,,-65.0,-78.0,-67.0,,-40.0,-65.0,-73.0,2948
"(17, 58)",-64.0,-59.0,-67.0,,-79.0,-74.0,,-66.0,-85.0,2948
"(17, 58)",-81.0,,-55.0,-73.0,,-78.0,-47.0,,-76.0,2948
"(17, 58)",-62.0,-59.0,-58.0,,-75.0,-76.0,-46.0,-52.0,-78.0,2948
"(17, 58)",-71.0,-56.0,-56.0,,-78.0,,-56.0,,-70.0,2948
"(17, 58)",-66.0,-54.0,-68.0,,,-67.0,-57.0,,-80.0,2948
"(17, 58)",-69.0,-57.0,,,-65.0,-73.0,,-65.0,-74.0,2948
"(17, 58)",-66.0,-56.0,-63.0,,-68.0,,-45.0,,-70.0,2948
"(17, 58)",-66.0,-60.0,-66.0,,-66.0,-74.0,-48.0,-63.0,-81.0,2948
"(17, 58)",-76.0,-55.0,-61.0,,-74.0,,-39.0,-53.0,-74.0,2948
"(17, 58)",-76.0,-62.0,-50.0,,-76.0,-71.0,-50.0,,-63.0,2948
"(17, 58)",,-58.0,-61.0,,-65.0,,-43.0,,-72.0,2948
"(17, 58)",-64.0,-59.0,,,-81.0,-74.0,-45.0,-58.0,-72.0,2948
"(17, 58)",-57.0,-56.0,,,-71.0,-65.0,-51.0,-71.0,,2948
"(17, 58)",-58.0,-51.0,,,-75.0,-66.0,-42.0,-66.0,,2948
"(17, 58)",-71.0,-62.0,-52.0,,-76.0,-72.0,-57.0,-71.0,-68.0,2948
"(17, 58)",-58.0,-53.0,-61.0,-77.0,-67.0,-70.0,-52.0,-65.0,-79.0,2948
"(17, 58)",,-46.0,-62.0,,-63.0,-73.0,-48.0,-71.0,-80.0,2948
"(17, 58)",,-58.0,-60.0,,,,-51.0,-54.0,-73.0,2948
"(17, 58)",-65.0,-56.0,-67.0,-78.0,,,-42.0,-67.0,-74.0,2948
"(17, 58)",-71.0,-64.0,,,-79.0,-74.0,-57.0,,-73.0,2948
"(17, 58)",,-52.0,,,-63.0,,,,,2948
"(17, 58)",-65.0,,-67.0,,-83.0,-69.0,-45.0,-52.0,,2948
"(17, 58)",-70.0,-58.0,,-78.0,-79.0,-67.0,-56.0,-64.0,-75.0,2948
"(17, 58)",,-55.0,-58.0,-68.0,,-74.0,,-51.0,-69.0,2948
"(17, 58)",-64.0,-52.0,-71.0,,-62.0,,,,-84.0,2948
"(17, 58)",,-58.0,-61.0,-71.0,-75.0,-74.0,-41.0,-52.0,-74.0,2948
"(17, 58)",-57.0,-49.0,-63.0,,-75.0,-69.0,-46.0,-65.0,-82.0,2948
"(17, 58)",-56.0,-64.0,-62.0,,-74.0,,-48.0,-67.0,-81.0,2948
"(17, 58)",-54.0,-54.0,,,-72.0,-68.0,,,-73.0,2948
"(17, 58)",-62.0,-55.0,-59.0,-72.0,-76.0,,-51.0,-54.0,-69.0,2948
"(17, 58)",-73.0,,-63.0,,-75.0,-75.0,-41.0,-72.0,,2948
"(17, 58)",,,-67.0,,,,-49.0,,-81.0,2948
"(17, 58)",,,-63.0,-83.0,,,,-62.0,-78.0,2948
"(17, 58)",-62.0,-54.0,-60.0,,-72.0,-68.0,-47.0,-65.0,-75.0,2948
"(17, 58)",-61.0,-55.0,,-74.0,,,,,,2948
"(17, 58)",-60.0,-48.0,-62.0,-82.0,-74.0,-59.0,-50.0,,,2948
"(17, 58)",-64.0,-59.0,-49.0,-79.0,,,,-62.0,-74.0,2948
"(17, 58)",-62.0,-52.0,,,-68.0,-65.0,-55.0,,,2948
"(17, 58)",-52.0,-52.0,-58.0,,-68.0,,-49.0,-65.0,-76.0,2948
"(17, 58)",-64.0,,-50.0,,,-75.0,-52.0,-58.0,-70.0,2948
"(17, 58)",-61.0,-53.0,-61.0,-81.0,-72.0,-68.0,-46.0,,-70.0,2948
"(17, 58)",,-60.0,-50.0,,,,-59.0,-63.0,-65.0,2948
"(17, 58)",-63.0,-56.0,-65.0,,,,-50.0,-68.0,-81.0,2948
"(17, 58)",,,-60.0,,-79.0,,-56.0,-59.0,-64.0,2948
"(17, 58)",-62.0,-57.0,-62.0,,-77.0,-73.0,-51.0,-52.0,-76.0,2948
"(17, 58)",-72.0,-55.0,-63.0,,-73.0,,-42.0,-52.0,-76.0,2948
"(17, 58)",-51.0,,,-75.0,-64.0,-67.0,-50.0,,,2948
"(17, 58)",-73.0,-61.0,-48.0,,-75.0,,-58.0,-54.0,-76.0,2948
"(17, 58)",,,-53.0,-66.0,,,-53.0,-60.0,-66.0,2948
"(17, 58)",-58.0,,-71.0,-77.0,-68.0,,-49.0,,-79.0,2948
"(17, 58)",-69.0,-66.0,-56.0,-74.0,,-78.0,-41.0,-62.0,-71.0,2948
"(17, 58)",,-48.0,-64.0,-82.0,-63.0,-70.0,-52.0,-62.0,-76.0,2948
"(17, 58)",-72.0,,,,-78.0,-75.0,-48.0,-65.0,,2948
"(17, 58)",-55.0,-53.0,-56.0,,,-73.0,-46.0,,-82.0,2948
"(17, 58)",-69.0,-61.0,-50.0,-70.0,-82.0,-77.0,-51.0,-53.0,-71.0,2948
"(17, 58)",-64.0,-55.0,-61.0,,-62.0,-70.0,-41.0,,-80.0,2948
"(17, 58)",-62.0,-52.0,-64.0,,-77.0,-69.0,-43.0,-69.0,-84.0,2948
"(17, 58)",-61.0,-52.0,-62.0,,-83.0,-72.0,-49.0,,-79.0,2948
"(17, 58)",-64.0,-55.0,,,,,-54.0,,-84.0,2948
"(17, 58)",-76.0,-63.0,-50.0,-76.0,,-67.0,-48.0,-67.0,-68.0,2948
"(17, 58)",-62.0,-54.0,,,-79.0,,,-65.0,,2948
"(17, 58)",,,-55.0,-71.0,-84.0,,-49.0,,-72.0,2948
"(16, 106)",-71.0,-53.0,-66.0,-76.0,-69.0,-68.0,-49.0,-46.0,-78.0,2826
"(16, 106)",,,-59.0,,,,,,-65.0,2826
"(16, 106)",,-58.0,-67.0,-75.0,,-77.0,-50.0,-47.0,-78.0,2826
"(16, 106)",-67.0,-68.0,-70.0,-83.0,-79.0,-71.0,-64.0,-54.0,-77.0,2826
"(16, 106)",,-46.0,-68.0,,-70.0,,-57.0,-50.0,-74.0,2826
"(16, 106)",-81.0,,-55.0,-62.0,-82.0,,-57.0,,,2826
"(16, 106)",-76.0,,-63.0,-70.0,-83.0,,-54.0,-59.0,,2826
"(16, 106)",-65.0,-57.0,-72.0,,-80.0,-72.0,-46.0,,-75.0,2826
"(16, 106)",,,-65.0,-79.0,,,,-55.0,-78.0,2826
"(16, 106)",,-65.0,-62.0,,,,-61.0,-51.0,-66.0,2826
"(16, 106)",-71.0,-59.0,-66.0,-76.0,,,-61.0,-45.0,-78.0,2826
"(16, 106)",,-52.0,-64.0,-72.0,-72.0,,-56.0,,-70.0,2826
"(16, 106)",-70.0,-53.0,-71.0,,-71.0,-67.0,,,-78.0,2826
"(16, 106)",-79.0,-66.0,-63.0,,,,-55.0,,-75.0,2826
"(16, 106)",,-59.0,-71.0,-70.0,-69.0,,,-49.0,,2826
"(16, 106)",,,,-76.0,,,,-53.0,-81.0,2826
"(16, 106)",-67.0,-57.0,-69.0,-76.0,-69.0,,-64.0,,,2826
"(16, 106)",,,-63.0,-81.0,-79.0,,-65.0,,-85.0,2826
"(16, 106)",,-61.0,-63.0,-61.0,,,-54.0,,-64.0,2826
"(16, 106)",-74.0,,-63.0,,-82.0,-71.0,,,-79.0,2826
"(16, 106)",,-65.0,-71.0,,-79.0,,-48.0,-49.0,-75.0,2826
"(16, 106)",-71.0,-56.0,-70.0,,-74.0,-69.0,,-43.0,-73.0,2826
"(16, 106)",-60.0,-52.0,-64.0,-81.0,-71.0,,-48.0,-59.0,-74.0,2826
"(16, 106)",-58.0,,,-73.0,,-68.0,-48.0,,-77.0,2826
"(16, 106)",-69.0,-63.0,-60.0,-58.0,,,-63.0,-45.0,-65.0,2826
"(16, 106)",,-62.0,,-60.0,,-70.0,,-47.0,-65.0,2826
"(16, 106)",-60.0,,,,,-67.0,-46.0,-49.0,,2826
"(16, 106)",-64.0,-65.0,-65.0,-64.0,-80.0,,-54.0,-58.0,-69.0,2826
"(16, 106)",,,,-74.0,-79.0,,,,-76.0,2826
"(16, 106)",-72.0,-62.0,,,-76.0,,-48.0,-61.0,,2826
"(16, 106)",-67.0,-57.0,-68.0,-76.0,-83.0,,-55.0,-45.0,-66.0,2826
"(16, 106)",,-54.0,-67.0,,,-70.0,-51.0,-45.0,-73.0,2826
"(16, 106)",-62.0,,,,-78.0,-72.0,-48.0,-50.0,,2826
"(16, 106)",-61.0,-48.0,-68.0,,-71.0,-73.0,-49.0,-61.0,-67.0,2826
"(16, 106)",-68.0,-50.0,-77.0,-74.0,-69.0,-70.0,-52.0,-59.0,-69.0,2826
"(16, 106)",-68.0,,-62.0,-64.0,-72.0,-68.0,-44.0,-51.0,-71.0,2826
"(16, 106)",-70.0,-61.0,-60.0,,-77.0,,-62.0,-49.0,-78.0,2826
"(16, 106)",-68.0,,,-73.0,,,-47.0,-40.0,-74.0,2826
"(16, 106)",-65.0,-49.0,,,-72.0,-69.0,-48.0,-40.0,-66.0,2826
"(16, 106)",-68.0,-64.0,-66.0,-71.0,-73.0,,-47.0,-46.0,-77.0,2826
"(16, 106)",-73.0,-57.0,-61.0,,-75.0,,-50.0,,-77.0,2826
"(16, 106)",-66.0,,-69.0,,-71.0,-80.0,-48.0,-50.0,-76.0,2826
"(16, 106)",-69.0,-54.0,,,-83.0,-78.0,,-45.0,-70.0,2826
"(16, 106)",-62.0,-59.0,-66.0,,-70.0,-71.0,-46.0,-53.0,-83.0,2826
"(16, 106)",-68.0,,-64.0,-64.0,,,-54.0,-48.0,-73.0,2826
"(16, 106)",-68.0,,-61.0,,,-74.0,-46.0,,,2826
"(16, 106)",-60.0,-49.0,-63.0,-73.0,-69.0,-72.0,-50.0,,-71.0,2826
"(16, 106)",,-52.0,-68.0,-69.0,,,-46.0,,-74.0,2826
"(16, 106)",-58.0,-55.0,-63.0,,-69.0,,-45.0,-51.0,,2826
"(16, 106)",,,-59.0,-68.0,-68.0,-70.0,-53.0,-52.0,-75.0,2826
"(16, 106)",-64.0,,-65.0,,-69.0,,-51.0,,,2826
"(16, 106)",-59.0,-50.0,-64.0,-76.0,-72.0,-76.0,-52.0,-48.0,-77.0,2826
"(16, 106)",-70.0,-59.0,-69.0,-69.0,,-75.0,,-42.0,-67.0,2826
"(16, 106)",-73.0,,-62.0,-72.0,,,-56.0,-55.0,-70.0,2826
"(16, 106)",-74.0,-62.0,-62.0,-78.0,-77.0,,-48.0,-49.0,-78.0,2826
"(16, 106)",-64.0,-56.0,-69.0,,-77.0,,-65.0,,-74.0,2826
"(16, 106)",-72.0,-65.0,-63.0,-59.0,-79.0,-73.0,-75.0,-59.0,-63.0,2826
"(16, 106)",-68.0,-62.0,-61.0,,,,-57.0,,-74.0,2826
"(16, 106)",-68.0,,-62.0,-71.0,-78.0,-74.0,-53.0,-56.0,-72.0,2826
"(16, 106)",-74.0,-63.0,,,-74.0,,-51.0,-45.0,-74.0,2826
"(16, 106)",-76.0,-56.0,-63.0,-73.0,-71.0,-70.0,-49.0,-54.0,-75.0,2826
"(16, 106)",,,-60.0,,,,,-53.0,-72.0,2826
"(16, 106)",,,-64.0,,-77.0,,-57.0,-49.0,-84.0,2826
"(16, 106)",-64.0,-56.0,-67.0,-68.0,-69.0,-66.0,-53.0,-45.0,-74.0,2826
"(16, 106)",,-54.0,-70.0,-75.0,,-69.0,-49.0,-41.0,-70.0,2826
"(16, 106)",,-64.0,-61.0,-63.0,-82.0,-75.0,-58.0,-60.0,-69.0,2826
"(16, 106)",-67.0,-68.0,-65.0,-68.0,-79.0,,-54.0,-63.0,-72.0,2826
"(16, 106)",-74.0,-61.0,-69.0,-79.0,,,-57.0,-46.0,-75.0,2826
"(16, 106)",-65.0,,-60.0,-60.0,-82.0,,-61.0,-51.0,-69.0,2826
"(16, 106)",-78.0,,-56.0,-56.0,-78.0,-79.0,-67.0,-46.0,-64.0,2826
"(16, 106)",,-59.0,-68.0,-68.0,,,-50.0,-41.0,-70.0,2826
"(16, 106)",-78.0,-67.0,-60.0,-80.0,-78.0,,-60.0,-57.0,,2826
"(16, 106)",-78.0,-67.0,-61.0,,,-73.0,-62.0,,-72.0,2826
"(16, 106)",-64.0,-64.0,-62.0,,-78.0,,-66.0,-51.0,-75.0,2826
"(16, 106)",-76.0,-57.0,,,-69.0,-69.0,-54.0,,-77.0,2826
"(16, 106)",-69.0,-57.0,-66.0,,,,-55.0,-49.0,-73.0,2826
"(16, 106)",-61.0,-62.0,-73.0,-71.0,,,-47.0,-43.0,-75.0,2826
"(16, 106)",-75.0,,-63.0,,-75.0,-73.0,-57.0,-53.0,,2826
"(16, 106)",-78.0,-56.0,-65.0,,-78.0,,-50.0,-44.0,-79.0,2826
"(16, 106)",-64.0,,-68.0,-72.0,,,,-48.0,-74.0,2826
"(16, 106)",,-57.0,,-67.0,,,-52.0,-53.0,,2826
"(16, 106)",,-65.0,,-72.0,,-70.0,-62.0,-61.0,,2826
"(16, 106)",,-67.0,,-58.0,,,-61.0,,-73.0,2826
"(16, 106)",-70.0,-48.0,-68.0,,-69.0,-70.0,-46.0,-44.0,-70.0,2826
"(16, 106)",-73.0,-51.0,-66.0,-70.0,-71.0,-67.0,-50.0,,,2826
"(16, 106)",,-58.0,-71.0,,-76.0,,-49.0,-56.0,-80.0,2826
"(16, 106)",-70.0,-71.0,-68.0,,-73.0,-71.0,,,,2826
"(16, 106)",,-68.0,-69.0,-69.0,,-73.0,-45.0,,-73.0,2826
"(16, 106)",,-46.0,-71.0,,,,-55.0,-51.0,-73.0,2826
"(16, 106)",,,-69.0,,,-70.0,-49.0,,-70.0,2826
"(16, 106)",-69.0,,,,-77.0,,,-45.0,-70.0,2826
"(16, 106)",,,-59.0,,,,-60.0,-50.0,,2826
"(16, 106)",,-64.0,-64.0,,,,-60.0,-52.0,,2826
"(16, 106)",,,,-61.0,,,,-53.0,-64.0,2826
"(16, 106)",-71.0,-64.0,,,,-72.0,-71.0,,,2826
"(16, 106)",-64.0,-54.0,,,-77.0,-66.0,-46.0,,-72.0,2826
"(16, 106)",,-63.0,-68.0,,-76.0,,-57.0,-48.0,-78.0,2826
"(16, 106)",-67.0,-59.0,-65.0,,-72.0,-84.0,-60.0,,-75.0,2826
"(16, 106)",-66.0,-64.0,-63.0,-63.0,-81.0,-76.0,-62.0,-46.0,-69.0,2826
"(16, 106)",,,,,-75.0,-69.0,,,-78.0,2826
"(16, 106)",,-66.0,,-70.0,-79.0,-75.0,-50.0,-47.0,-79.0,2826
"(16, 106)",-62.0,-62.0,-69.0,,-75.0,,-51.0,-54.0,-75.0,2826
"(16, 106)",,-57.0,,,-68.0,-67.0,-54.0,,-79.0,2826
"(16, 106)",-69.0,-62.0,,,-76.0,,,,,2826
"(16, 106)",-66.0,-63.0,-60.0,-65.0,-87.0,-77.0,-60.0,-62.0,-72.0,2826
"(16, 106)",,-57.0,-63.0,,-80.0,-79.0,-49.0,-45.0,-72.0,2826
"(16, 106)",-74.0,-69.0,-65.0,,-71.0,-65.0,-59.0,,-72.0,2826
"(16, 106)",-79.0,-69.0,-61.0,-59.0,-83.0,-77.0,-57.0,,-71.0,2826
"(16, 106)",,-66.0,-59.0,-77.0,-80.0,-75.0,-65.0,-50.0,-80.0,2826
"(16, 106)",-71.0,-58.0,-57.0,,-75.0,,-60.0,-52.0,-74.0,2826
"(16, 106)",,-60.0,,-78.0,,,-53.0,,,2826
"(16, 106)",,-66.0,-62.0,,,,-55.0,-55.0,-83.0,2826
"(16, 106)",-66.0,-56.0,-63.0,-68.0,-72.0,,-51.0,,,2826
"(16, 106)",-77.0,-61.0,-70.0,,-69.0,-71.0,-59.0,,-76.0,2826
"(16, 106)",-68.0,-67.0,-57.0,-63.0,-84.0,,-63.0,-51.0,-69.0,2826
"(16, 106)",-66.0,-68.0,-57.0,-67.0,-83.0,-75.0,-58.0,-53.0,-76.0,2826
"(16, 106)",-67.0,-57.0,-69.0,,-78.0,-70.0,-49.0,-55.0,-72.0,2826
"(16, 106)",,-46.0,-69.0,-69.0,-69.0,-74.0,-49.0,-46.0,-70.0,2826
"(16, 106)",-60.0,-58.0,-64.0,-76.0,-68.0,-71.0,-52.0,,-74.0,2826
"(16, 106)",-62.0,-53.0,-67.0,-68.0,,,-45.0,-42.0,-64.0,2826
"(16, 106)",-67.0,-56.0,,,-84.0,,-50.0,,-64.0,2826
"(16, 106)",,,-68.0,,-80.0,,,-52.0,-78.0,2826
"(16, 106)",-73.0,-73.0,-68.0,,-85.0,-76.0,-67.0,-51.0,-69.0,2826
"(16, 106)",-62.0,-47.0,-68.0,-69.0,-71.0,-69.0,-45.0,-43.0,,2826
"(16, 106)",,,-69.0,-73.0,-77.0,,-59.0,-48.0,-72.0,2826
"(16, 106)",,-47.0,-68.0,-72.0,-69.0,-73.0,-46.0,-42.0,-72.0,2826
"(16, 106)",-64.0,-53.0,-64.0,,-68.0,-72.0,-47.0,-46.0,-69.0,2826
"(16, 106)",-59.0,-54.0,-61.0,-77.0,-70.0,-75.0,-49.0,-45.0,-76.0,2826
"(16, 106)",,-52.0,-59.0,,,,-54.0,-44.0,-80.0,2826
"(16, 106)",,,-69.0,,,-77.0,-53.0,-50.0,,2826
"(16, 106)",,-69.0,,-60.0,,,-62.0,-49.0,,2826
"(16, 106)",-70.0,-66.0,,-81.0,,,-60.0,-54.0,-78.0,2826
"(16, 106)",-70.0,-56.0,-64.0,-70.0,,,-48.0,-48.0,,2826
"(16, 106)",-69.0,,-68.0,-68.0,-80.0,-68.0,-56.0,-42.0,-71.0,2826
"(16, 106)",-63.0,-67.0,-61.0,,-73.0,-69.0,-63.0,-52.0,-72.0,2826
"(16, 106)",-75.0,-53.0,-68.0,-69.0,-71.0,-66.0,-56.0,,-74.0,2826
"(16, 106)",-66.0,-71.0,-65.0,,-76.0,-70.0,-66.0,,-76.0,2826
"(16, 106)",-67.0,-51.0,-58.0,-79.0,-79.0,,-57.0,-47.0,-74.0,2826
"(16, 106)",,-61.0,,,-72.0,,-50.0,-49.0,-75.0,2826
"(16, 106)",-65.0,,-60.0,-64.0,-76.0,,-63.0,-47.0,,2826
"(16, 106)",,,-63.0,,-72.0,,-54.0,-58.0,-76.0,2826
"(16, 106)",-74.0,-67.0,-65.0,,,,-61.0,,-73.0,2826
"(16, 106)",,-65.0,-66.0,,,,-58.0,-46.0,-78.0,2826
"(16, 106)",-75.0,-54.0,-63.0,,-70.0,-75.0,-56.0,,,2826
"(16, 106)",-73.0,,-68.0,,-78.0,-80.0,-53.0,,-77.0,2826
"(16, 106)",-72.0,-66.0,-62.0,-65.0,-85.0,-75.0,-62.0,-53.0,-63.0,2826
"(16, 106)",-70.0,-59.0,-66.0,,-76.0,,-51.0,-49.0,-72.0,2826
"(16, 106)",,-61.0,,-70.0,-72.0,-77.0,-45.0,,-76.0,2826
"(16, 106)",,,-59.0,-74.0,,,-54.0,-43.0,-74.0,2826
"(16, 106)",-72.0,-55.0,,,-74.0,-70.0,-50.0,-46.0,-76.0,2826
"(16, 106)",-76.0,-63.0,-64.0,,-75.0,-77.0,-50.0,-52.0,-69.0,2826
"(16, 106)",-68.0,-57.0,-67.0,,-84.0,-74.0,-47.0,-43.0,,2826
"(16, 106)",-70.0,-64.0,-65.0,,,,-52.0,-51.0,-77.0,2826
"(16, 106)",-74.0,-52.0,,,-74.0,-70.0,,-51.0,-76.0,2826
"(16, 106)",-76.0,-60.0,-69.0,-71.0,-72.0,-66.0,-53.0,-44.0,-75.0,2826
"(16, 106)",,,-61.0,-76.0,,,-56.0,-54.0,-74.0,2826
"(16, 106)",-69.0,-64.0,-73.0,,,,-54.0,-56.0,-75.0,2826
"(16, 106)",,-65.0,,,-78.0,-73.0,-57.0,,-79.0,2826
"(16, 106)",,-68.0,-61.0,-62.0,,,-62.0,-54.0,-73.0,2826
"(16, 106)",,-66.0,-62.0,-72.0,,,-55.0,-47.0,-72.0,2826
"(16, 106)",,,-66.0,,,,-53.0,,-73.0,2826
"(16, 106)",-59.0,-53.0,,-73.0,-74.0,-69.0,-46.0,,-72.0,2826
"(16, 106)",-59.0,,-65.0,,,,-46.0,-45.0,,2826
"(16, 106)",,,,-72.0,,-73.0,-45.0,,,2826
"(16, 106)",,,,-64.0,-73.0,,,,,2826
"(16, 106)",,-56.0,,,-85.0,-77.0,,,,2826
"(16, 106)",,-52.0,-64.0,-71.0,-71.0,,-45.0,-49.0,-74.0,2826
"(16, 106)",-66.0,-50.0,,-72.0,,-67.0,-53.0,-46.0,,2826
"(16, 106)",-68.0,-47.0,-71.0,,-68.0,-73.0,-60.0,-58.0,-72.0,2826
"(16, 106)",-63.0,-55.0,-69.0,,-79.0,-72.0,-50.0,-53.0,-78.0,2826
"(16, 106)",-78.0,-67.0,-58.0,,-81.0,,-61.0,-48.0,-80.0,2826
"(16, 106)",-69.0,-52.0,,,-67.0,-69.0,-49.0,-48.0,,2826
"(16, 106)",-74.0,,-64.0,-72.0,-76.0,,-60.0,,-79.0,2826
"(16, 106)",,-66.0,,,-77.0,-72.0,,-53.0,,2826
"(16, 106)",-72.0,-70.0,-60.0,,-86.0,-76.0,-62.0,-48.0,-75.0,2826
"(16, 106)",-65.0,-67.0,,,,,-51.0,-52.0,-68.0,2826
"(16, 106)",-67.0,-70.0,-65.0,-69.0,,,-59.0,,,2826
"(16, 106)",,-60.0,,-67.0,,,-53.0,,,2826
"(16, 106)",-73.0,-70.0,-54.0,,-78.0,,,-51.0,,2826
"(16, 106)",-80.0,-68.0,-64.0,-56.0,,,-52.0,-57.0,-74.0,2826
"(16, 106)",,,-71.0,-72.0,-71.0,,,-44.0,-73.0,2826
"(16, 106)",,-60.0,-57.0,-63.0,,,-61.0,-46.0,-70.0,2826
"(16, 106)",,-79.0,-68.0,,,-76.0,,-57.0,-73.0,2826
