tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label
"(7, 1)",-51.0,-64.0,,,-61.0,-58.0,-73.0,,,1191
"(7, 1)",-51.0,-61.0,-70.0,,-50.0,-65.0,-71.0,-79.0,-79.0,1191
"(7, 1)",,,-63.0,,,,-60.0,,-68.0,1191
"(7, 1)",-39.0,-47.0,,-82.0,,-53.0,-74.0,,-67.0,1191
"(7, 1)",-58.0,-64.0,-69.0,,-52.0,-54.0,-70.0,-65.0,-63.0,1191
"(7, 1)",-45.0,-56.0,,-76.0,-49.0,-65.0,-73.0,-65.0,,1191
"(7, 1)",-52.0,,,,-44.0,,,,,1191
"(7, 1)",,,,,-64.0,,,,-68.0,1191
"(7, 1)",-51.0,-61.0,,,-49.0,-56.0,-71.0,,,1191
"(7, 1)",-52.0,-86.0,,,-47.0,-53.0,,-74.0,,1191
"(7, 1)",-39.0,-59.0,-69.0,,-40.0,-68.0,-73.0,,-80.0,1191
"(7, 1)",-41.0,-54.0,-77.0,,-34.0,-73.0,,,-85.0,1191
"(7, 1)",,,-69.0,,,,-74.0,,-73.0,1191
"(7, 1)",-48.0,-61.0,,,-34.0,-65.0,,,,1191
"(7, 1)",-41.0,,-69.0,,,-54.0,-68.0,-68.0,-63.0,1191
"(7, 1)",-44.0,,-68.0,,,-54.0,-72.0,-65.0,,1191
"(7, 1)",-48.0,-52.0,-60.0,-79.0,-44.0,-59.0,-73.0,-65.0,-64.0,1191
"(7, 1)",-43.0,,,,-43.0,-56.0,-66.0,,,1191
"(7, 1)",,-68.0,-75.0,,,-60.0,-79.0,-81.0,-83.0,1191
"(7, 1)",-45.0,,-65.0,-76.0,-47.0,-56.0,-71.0,,-67.0,1191
"(7, 1)",-50.0,,,-82.0,-45.0,,-79.0,-77.0,-83.0,1191
"(7, 1)",,,,,-46.0,,,,,1191
"(7, 1)",-44.0,-54.0,,,-41.0,-58.0,-69.0,-61.0,,1191
"(7, 1)",-38.0,-62.0,-79.0,,-36.0,-66.0,-81.0,-81.0,,1191
"(7, 1)",-44.0,-48.0,-66.0,-76.0,-54.0,-56.0,,-69.0,-66.0,1191
"(7, 1)",-45.0,-67.0,-79.0,,-41.0,-66.0,-80.0,,-75.0,1191
"(7, 1)",-48.0,-64.0,,,-53.0,-61.0,-74.0,,,1191
"(7, 1)",,,-63.0,,-48.0,,-71.0,-67.0,-62.0,1191
"(7, 1)",-38.0,-60.0,,,-39.0,-67.0,-76.0,,,1191
"(7, 1)",-51.0,-59.0,,,-35.0,-66.0,,-75.0,-81.0,1191
"(7, 1)",-35.0,,-68.0,,-36.0,,,-71.0,,1191
"(7, 1)",,-63.0,-68.0,,-50.0,-66.0,-76.0,,-72.0,1191
"(7, 1)",-38.0,-45.0,-63.0,-83.0,-44.0,-52.0,-80.0,-72.0,-75.0,1191
"(7, 1)",,-68.0,-65.0,,,-50.0,-67.0,-69.0,-75.0,1191
"(7, 1)",-43.0,-57.0,-69.0,,-55.0,-50.0,-70.0,-65.0,-64.0,1191
"(7, 1)",-51.0,-56.0,-61.0,,-43.0,,-63.0,-70.0,,1191
"(7, 1)",-40.0,,-76.0,,-35.0,-73.0,-82.0,,-85.0,1191
"(7, 1)",-38.0,-49.0,,-84.0,-47.0,,-69.0,-73.0,-76.0,1191
"(7, 1)",,,-67.0,,-53.0,,-74.0,-77.0,-77.0,1191
"(7, 1)",-46.0,-65.0,-82.0,,,-59.0,-76.0,-82.0,-84.0,1191
"(7, 1)",-63.0,-66.0,-82.0,,-49.0,-63.0,,,-79.0,1191
"(7, 1)",-40.0,-50.0,,,-49.0,-58.0,-74.0,-68.0,-78.0,1191
"(7, 1)",,,,,-51.0,,,-77.0,-79.0,1191
"(7, 1)",-36.0,-62.0,-69.0,,-41.0,-70.0,,,-75.0,1191
"(7, 1)",-50.0,-69.0,-73.0,,-63.0,-64.0,-75.0,,-74.0,1191
"(7, 1)",,,,,-33.0,-61.0,,,,1191
"(7, 1)",-61.0,-67.0,-74.0,,-53.0,-61.0,-85.0,,-77.0,1191
"(7, 1)",-48.0,,-86.0,,-46.0,-67.0,,,-81.0,1191
"(7, 1)",-49.0,-62.0,-69.0,,-43.0,-55.0,-73.0,,,1191
"(7, 1)",-46.0,-49.0,-77.0,,-48.0,-52.0,-69.0,-64.0,-64.0,1191
"(7, 1)",-49.0,-43.0,-64.0,-75.0,-62.0,-50.0,,-65.0,-67.0,1191
"(7, 1)",-62.0,,-75.0,,-50.0,,,,-81.0,1191
"(7, 1)",-36.0,,-70.0,,-44.0,-67.0,-80.0,,,1191
"(7, 1)",-59.0,,-79.0,,-39.0,,-80.0,,,1191
"(7, 1)",,-58.0,-63.0,,-51.0,-59.0,-69.0,,-70.0,1191
"(7, 1)",-42.0,,,,,-64.0,,,,1191
"(7, 1)",-45.0,-66.0,-76.0,,-50.0,-62.0,-78.0,-80.0,-83.0,1191
"(7, 1)",-48.0,-70.0,-76.0,,-51.0,,-73.0,-76.0,-72.0,1191
"(7, 1)",-43.0,-46.0,-74.0,-74.0,-45.0,-62.0,,,-73.0,1191
"(7, 1)",-48.0,-57.0,-63.0,,-44.0,,-70.0,-62.0,,1191
"(7, 1)",-53.0,-58.0,-64.0,,-48.0,-66.0,-71.0,-66.0,-63.0,1191
"(7, 1)",-65.0,,-71.0,,-54.0,-56.0,-78.0,-74.0,-71.0,1191
"(7, 1)",-51.0,-61.0,,,-56.0,-55.0,,,-67.0,1191
"(7, 1)",-47.0,,,,-50.0,-51.0,,-65.0,,1191
"(7, 1)",,-61.0,-71.0,,-40.0,-55.0,-76.0,-63.0,-67.0,1191
"(7, 1)",,-62.0,,,-52.0,-58.0,-65.0,-61.0,-63.0,1191
"(7, 1)",-39.0,-72.0,-76.0,,-50.0,,-79.0,,-88.0,1191
"(7, 1)",-35.0,-53.0,,,-40.0,-63.0,-80.0,-78.0,,1191
"(7, 1)",-48.0,-65.0,,,-51.0,,,-79.0,-77.0,1191
"(7, 1)",,,,,-49.0,-55.0,,,,1191
"(7, 1)",-42.0,-55.0,-70.0,-79.0,-46.0,-54.0,-64.0,-62.0,-63.0,1191
"(7, 1)",-46.0,-68.0,-76.0,,-34.0,-69.0,-78.0,-82.0,-84.0,1191
"(7, 1)",-45.0,-67.0,-80.0,,-48.0,,-82.0,-81.0,-84.0,1191
"(7, 1)",-57.0,-60.0,-70.0,,-56.0,-64.0,-72.0,,-73.0,1191
"(7, 1)",,-67.0,,,-42.0,-64.0,-82.0,,-77.0,1191
"(7, 1)",-38.0,-43.0,,,-48.0,,-71.0,,,1191
"(7, 1)",-52.0,-57.0,-63.0,,,-53.0,-69.0,,-69.0,1191
"(7, 1)",-45.0,-66.0,-62.0,,-47.0,-52.0,-65.0,-68.0,-74.0,1191
"(7, 1)",,,,-75.0,-44.0,,-69.0,,,1191
"(7, 1)",,-64.0,-75.0,,-45.0,-60.0,-74.0,-78.0,-69.0,1191
"(7, 1)",-51.0,-55.0,,-77.0,-46.0,-52.0,-69.0,-68.0,-65.0,1191
"(7, 1)",,-50.0,-69.0,,-53.0,-54.0,,-82.0,-72.0,1191
"(7, 1)",-57.0,-65.0,-74.0,,,-68.0,,,,1191
"(7, 1)",-50.0,-64.0,-71.0,,-52.0,,-78.0,,-85.0,1191
"(7, 1)",-48.0,-53.0,-58.0,-73.0,-42.0,-63.0,-67.0,-66.0,-65.0,1191
"(7, 1)",-53.0,-60.0,-73.0,,-60.0,-54.0,-71.0,-65.0,-62.0,1191
"(7, 1)",,-65.0,-69.0,,-64.0,-58.0,-78.0,-73.0,-83.0,1191
"(7, 1)",-52.0,-70.0,-71.0,,-54.0,-65.0,-80.0,-75.0,-74.0,1191
"(7, 1)",-63.0,-66.0,-75.0,,-50.0,-60.0,-76.0,-76.0,-82.0,1191
"(7, 1)",-42.0,-56.0,,,-41.0,-64.0,,,-71.0,1191
"(7, 1)",-54.0,,-76.0,,,-68.0,-75.0,,-81.0,1191
"(7, 1)",,-48.0,-60.0,,-52.0,,-68.0,,-65.0,1191
"(7, 1)",-56.0,-62.0,-73.0,,-47.0,-67.0,-81.0,-79.0,-76.0,1191
"(7, 1)",-42.0,,-79.0,,-33.0,-59.0,-87.0,-77.0,,1191
"(7, 1)",,-54.0,-72.0,,-52.0,-60.0,,-70.0,,1191
"(7, 1)",-36.0,-66.0,,,-43.0,-66.0,,-76.0,-79.0,1191
"(7, 1)",-39.0,-58.0,-63.0,,-39.0,-64.0,-74.0,-72.0,-71.0,1191
"(7, 1)",,-65.0,,,,,,-79.0,-88.0,1191
"(7, 1)",-44.0,,-62.0,,-44.0,,-72.0,-67.0,-69.0,1191
"(7, 1)",-45.0,-78.0,,-85.0,-47.0,-67.0,,,,1191
"(7, 1)",-54.0,-65.0,,,-50.0,-66.0,-72.0,,-74.0,1191
"(7, 1)",-52.0,,-75.0,,-34.0,-58.0,-82.0,,-87.0,1191
"(7, 1)",-66.0,-65.0,-69.0,-82.0,-43.0,-67.0,,,-71.0,1191
"(7, 1)",-43.0,-65.0,,,-32.0,-64.0,,,,1191
"(7, 1)",-64.0,-64.0,-71.0,,-46.0,-63.0,-75.0,-75.0,-71.0,1191
"(7, 1)",-38.0,-59.0,,,-48.0,-64.0,,,,1191
"(7, 1)",-45.0,-70.0,,,-53.0,-61.0,-81.0,,,1191
"(7, 1)",-47.0,-62.0,-61.0,-78.0,-44.0,-55.0,-68.0,-66.0,-65.0,1191
"(7, 1)",-55.0,-67.0,-70.0,,-50.0,-59.0,-78.0,,,1191
"(7, 1)",-59.0,-76.0,-73.0,,-57.0,-65.0,,,-84.0,1191
"(7, 1)",-39.0,-43.0,-64.0,,-40.0,-56.0,-67.0,,-69.0,1191
"(7, 1)",,-65.0,,,-48.0,-51.0,,-67.0,,1191
"(7, 1)",,,-68.0,,-55.0,,,-63.0,-60.0,1191
"(7, 1)",,,-69.0,,,-56.0,-71.0,-72.0,-67.0,1191
"(7, 1)",-45.0,-62.0,-76.0,,-35.0,-65.0,,,,1191
"(7, 1)",-47.0,-64.0,,,-52.0,,-78.0,-78.0,,1191
"(7, 1)",-51.0,-67.0,-71.0,,-49.0,-63.0,,,-76.0,1191
"(7, 1)",-45.0,-66.0,,,-44.0,-65.0,,-77.0,-74.0,1191
"(7, 1)",-52.0,-63.0,-75.0,,-40.0,-65.0,-85.0,-79.0,-81.0,1191
"(7, 1)",-42.0,-45.0,-63.0,,-41.0,-53.0,-74.0,,-72.0,1191
"(7, 1)",-49.0,,-67.0,,-45.0,-56.0,-71.0,,-68.0,1191
"(7, 1)",-54.0,-65.0,-76.0,,-34.0,-71.0,-80.0,-80.0,,1191
"(7, 1)",,,-65.0,,-52.0,-59.0,-75.0,-65.0,-63.0,1191
"(7, 1)",,,,-76.0,,,,-75.0,,1191
"(7, 1)",-55.0,-52.0,-58.0,,-52.0,-46.0,,-64.0,-68.0,1191
"(7, 1)",-62.0,-69.0,,,-36.0,-64.0,,,,1191
"(7, 1)",,-58.0,-67.0,,,,,,-81.0,1191
"(7, 1)",-51.0,-55.0,,,-44.0,,-69.0,-63.0,-65.0,1191
"(7, 1)",-62.0,-70.0,-79.0,,-34.0,-67.0,,,,1191
"(7, 1)",-48.0,-70.0,-77.0,,-48.0,,-73.0,,-75.0,1191
"(7, 1)",-49.0,-51.0,-66.0,,-50.0,-52.0,-73.0,,-66.0,1191
"(7, 1)",-54.0,,,,-60.0,-60.0,,,,1191
"(7, 1)",-49.0,,,,-54.0,,,,-81.0,1191
"(7, 1)",-47.0,-67.0,-81.0,,-33.0,-68.0,-83.0,-79.0,-85.0,1191
"(7, 1)",,,,,-54.0,-58.0,,,,1191
"(7, 1)",-51.0,-49.0,-61.0,,-52.0,-59.0,-74.0,,-67.0,1191
"(7, 1)",-38.0,-71.0,,,-42.0,-71.0,-79.0,,,1191
"(7, 1)",-49.0,-62.0,,,-33.0,-71.0,,,-84.0,1191
"(7, 1)",-42.0,-70.0,-78.0,,-54.0,-70.0,-80.0,-80.0,,1191
"(7, 1)",,,,,,-64.0,-86.0,,,1191
"(7, 1)",-49.0,-64.0,-72.0,,-47.0,-62.0,-83.0,-87.0,-85.0,1191
"(7, 1)",,-62.0,-58.0,,-46.0,,-68.0,-69.0,-64.0,1191
"(7, 1)",-44.0,,,,-41.0,-64.0,,,,1191
"(7, 1)",-42.0,-56.0,-68.0,,-48.0,,-68.0,-68.0,-64.0,1191
"(7, 1)",,-65.0,-69.0,,-62.0,-62.0,,-75.0,-74.0,1191
"(7, 1)",-52.0,-63.0,-71.0,-76.0,-42.0,-54.0,-73.0,-67.0,-65.0,1191
"(7, 1)",-32.0,-49.0,-73.0,,,,-78.0,,,1191
"(7, 1)",-42.0,-54.0,-76.0,,,-58.0,-73.0,-76.0,-71.0,1191
"(7, 1)",,-57.0,-59.0,-73.0,-48.0,-55.0,-64.0,-70.0,-63.0,1191
"(7, 1)",,,,,,,-84.0,-78.0,,1191
"(7, 1)",-40.0,,,,,-67.0,,,,1191
"(7, 1)",-51.0,,-64.0,,-57.0,-53.0,-66.0,,-66.0,1191
"(7, 1)",-45.0,,-58.0,,-41.0,,-70.0,,-65.0,1191
"(7, 1)",-36.0,,-77.0,,-44.0,-70.0,-82.0,-78.0,-84.0,1191
"(7, 1)",-38.0,-51.0,-70.0,-79.0,-48.0,-58.0,-75.0,-76.0,-76.0,1191
"(7, 1)",,,-61.0,,-50.0,-58.0,-69.0,-71.0,-68.0,1191
"(7, 1)",-47.0,-68.0,-80.0,,-53.0,-68.0,-79.0,,-86.0,1191
"(7, 1)",-39.0,-48.0,-71.0,,-47.0,-54.0,-68.0,-77.0,-70.0,1191
"(7, 1)",-45.0,-64.0,-63.0,-78.0,-46.0,,-70.0,-64.0,-70.0,1191
"(7, 1)",-34.0,-50.0,,,-36.0,-64.0,,,,1191
"(7, 1)",-46.0,,,-75.0,-51.0,-52.0,-69.0,,-66.0,1191
"(7, 1)",-43.0,-55.0,,,-51.0,-54.0,-70.0,-71.0,-64.0,1191
"(7, 1)",-38.0,-44.0,,,-52.0,,,-73.0,-72.0,1191
"(7, 1)",,,-79.0,,-56.0,,-81.0,-74.0,-79.0,1191
"(7, 1)",-51.0,-68.0,-72.0,,-48.0,-55.0,,,,1191
"(7, 1)",,,,,-44.0,-49.0,-70.0,,-66.0,1191
"(7, 1)",-50.0,,-69.0,-84.0,-48.0,-62.0,-74.0,-75.0,-70.0,1191
"(7, 1)",-41.0,-56.0,-66.0,,-40.0,-62.0,-64.0,-63.0,-67.0,1191
"(7, 1)",,-58.0,-69.0,,-49.0,-64.0,-77.0,,-74.0,1191
"(7, 1)",-37.0,-49.0,-71.0,-73.0,-47.0,-54.0,-75.0,-87.0,-70.0,1191
"(7, 1)",,,,,-41.0,-60.0,,-66.0,,1191
"(7, 1)",-54.0,-53.0,-65.0,-72.0,-53.0,-59.0,-66.0,-69.0,-67.0,1191
"(7, 1)",-44.0,-51.0,-72.0,,-44.0,,-74.0,-69.0,-71.0,1191
"(7, 1)",-48.0,-59.0,,,-48.0,-57.0,-72.0,-68.0,,1191
"(7, 1)",-47.0,-57.0,-67.0,,-44.0,-54.0,-66.0,-67.0,,1191
"(7, 1)",-41.0,,,,,-57.0,,,,1191
"(7, 1)",-42.0,-69.0,-73.0,,-53.0,-65.0,-83.0,-78.0,,1191
"(7, 1)",-52.0,-63.0,-73.0,,-44.0,-57.0,-75.0,,-77.0,1191
"(7, 1)",-44.0,-65.0,-74.0,,-54.0,-66.0,-80.0,,-86.0,1191
"(7, 1)",-56.0,-69.0,-72.0,,-50.0,-64.0,-77.0,-71.0,,1191
"(7, 1)",-59.0,-65.0,-67.0,,-51.0,,-75.0,,-70.0,1191
"(7, 1)",-58.0,,,,-36.0,,,,,1191
"(7, 1)",-58.0,-59.0,-60.0,,-43.0,,-71.0,,-63.0,1191
"(7, 1)",-47.0,-60.0,-62.0,,-48.0,-57.0,-68.0,-63.0,-70.0,1191
"(7, 1)",-40.0,,,,-34.0,,,,,1191
"(7, 1)",-39.0,-43.0,-64.0,,-43.0,-54.0,-70.0,,-72.0,1191
"(7, 1)",-42.0,,,-77.0,-50.0,,,,,1191
"(7, 1)",,-67.0,-77.0,,-41.0,,-86.0,-78.0,-83.0,1191
"(7, 1)",-57.0,-60.0,,-83.0,-56.0,-70.0,,-76.0,-80.0,1191
"(7, 1)",-45.0,,-72.0,,-48.0,-55.0,,-64.0,-65.0,1191
"(7, 1)",-59.0,-61.0,-67.0,,,,-73.0,,-73.0,1191
"(7, 1)",-49.0,-54.0,-72.0,-76.0,-55.0,-53.0,,-66.0,-61.0,1191
"(7, 1)",-40.0,-51.0,,,-41.0,-61.0,-73.0,-71.0,-83.0,1191
"(7, 1)",,,-78.0,,-40.0,-65.0,-81.0,-81.0,-85.0,1191
"(7, 1)",,,-66.0,-76.0,-54.0,,-70.0,,-63.0,1191
"(7, 1)",-34.0,-52.0,-73.0,,,-63.0,-81.0,-75.0,-88.0,1191
"(7, 1)",,,-71.0,,,-56.0,,,-76.0,1191
"(7, 1)",-52.0,,,,-50.0,,,,-80.0,1191
"(7, 1)",,-70.0,-75.0,,-53.0,-66.0,,-77.0,-88.0,1191
"(7, 1)",-41.0,-57.0,,,-44.0,-54.0,-65.0,-64.0,-62.0,1191
"(7, 1)",-50.0,-50.0,-61.0,,-47.0,-52.0,-69.0,-63.0,-66.0,1191
"(7, 1)",,,-71.0,-78.0,,,-72.0,,-72.0,1191
"(7, 1)",-55.0,-66.0,-75.0,,-52.0,-63.0,-76.0,,-85.0,1191
"(7, 1)",,-66.0,-78.0,,-50.0,,-80.0,,,1191
"(7, 1)",,-67.0,,,-44.0,-73.0,,,,1191
"(7, 1)",-45.0,-44.0,-71.0,-78.0,,-56.0,-76.0,-69.0,-70.0,1191
"(7, 1)",-49.0,-71.0,-73.0,,-48.0,-60.0,-76.0,,-88.0,1191
"(7, 1)",,-53.0,,,-48.0,-55.0,-74.0,-64.0,,1191
"(7, 1)",-65.0,-68.0,-65.0,,-52.0,-62.0,-74.0,,-75.0,1191
"(7, 1)",-50.0,,-64.0,,,-57.0,-64.0,,-66.0,1191
"(7, 1)",-50.0,-62.0,-68.0,,-49.0,,-80.0,,-76.0,1191
"(7, 1)",,,-63.0,-81.0,,,,-65.0,-65.0,1191
"(7, 1)",-37.0,,-76.0,,-46.0,-68.0,,-78.0,-86.0,1191
"(7, 1)",-44.0,,,,-50.0,-52.0,-67.0,-66.0,-64.0,1191
"(7, 1)",-53.0,-56.0,-73.0,-79.0,-47.0,-54.0,-71.0,-63.0,-61.0,1191
"(7, 1)",-53.0,-58.0,-71.0,,-53.0,-55.0,-78.0,-73.0,-77.0,1191
"(7, 1)",-41.0,,-61.0,,-55.0,,-66.0,-72.0,-68.0,1191
"(7, 1)",-63.0,-69.0,,,-45.0,-61.0,,,,1191
"(7, 1)",-37.0,-53.0,-71.0,,-42.0,-62.0,-77.0,-72.0,-82.0,1191
"(7, 1)",,,-76.0,,,-58.0,,-82.0,-75.0,1191
"(7, 1)",-65.0,-57.0,,,-43.0,-58.0,-71.0,-66.0,,1191
"(7, 1)",-56.0,-62.0,-70.0,,,-60.0,-79.0,-79.0,-81.0,1191
"(7, 1)",,,-73.0,,-55.0,,,-75.0,,1191
"(7, 1)",-50.0,-61.0,-69.0,,-46.0,-70.0,,-62.0,-65.0,1191
"(7, 1)",-47.0,-66.0,-77.0,,-52.0,-58.0,-78.0,,,1191
"(7, 1)",-45.0,-58.0,-71.0,-82.0,-51.0,,-72.0,-72.0,-68.0,1191
"(7, 1)",,,,,,-62.0,,,,1191
"(7, 1)",,-59.0,-74.0,-80.0,-46.0,-56.0,,-67.0,-66.0,1191
"(7, 1)",-62.0,-64.0,-71.0,,-62.0,-62.0,-73.0,-81.0,-81.0,1191
"(7, 1)",,-69.0,,,,-68.0,-78.0,,,1191
"(7, 1)",-59.0,-73.0,-70.0,,-66.0,-66.0,-80.0,-80.0,-75.0,1191
"(7, 1)",-59.0,,,,-49.0,-54.0,,,,1191
"(7, 1)",-36.0,,-63.0,,-39.0,,,-74.0,-71.0,1191
"(7, 1)",-39.0,-58.0,-69.0,,-42.0,-64.0,-75.0,,-80.0,1191
"(7, 1)",-66.0,-67.0,-74.0,,-51.0,,-78.0,,-76.0,1191
"(7, 1)",-54.0,-63.0,-73.0,,-34.0,-63.0,-76.0,-78.0,-81.0,1191
"(7, 1)",-35.0,-50.0,,,-37.0,-62.0,,,-81.0,1191
"(7, 1)",-47.0,-44.0,-59.0,,-46.0,-53.0,-68.0,-66.0,-66.0,1191
"(7, 1)",-47.0,-64.0,-68.0,-85.0,-53.0,-67.0,,,-77.0,1191
"(7, 1)",,-60.0,-74.0,,-41.0,-60.0,-82.0,-74.0,-78.0,1191
"(7, 1)",-54.0,-69.0,,,-53.0,-69.0,-74.0,,-71.0,1191
"(7, 1)",-43.0,-48.0,-70.0,,-42.0,-54.0,-74.0,-70.0,-68.0,1191
"(7, 1)",,,-62.0,,,-55.0,-71.0,-64.0,-64.0,1191
"(7, 1)",,-62.0,-79.0,,-52.0,-63.0,-72.0,,-77.0,1191
"(7, 1)",-44.0,-55.0,,,,-54.0,-68.0,-66.0,-64.0,1191
"(7, 1)",-50.0,-64.0,,,-38.0,,-78.0,,,1191
"(7, 1)",-48.0,-57.0,-68.0,,-48.0,-58.0,-65.0,-62.0,-63.0,1191
"(7, 1)",,-66.0,,,-49.0,-52.0,-81.0,-79.0,,1191
"(7, 1)",-35.0,-53.0,,,-34.0,-70.0,,-75.0,-84.0,1191
"(7, 1)",-48.0,-68.0,-74.0,,-46.0,-63.0,-72.0,-76.0,-76.0,1191
"(7, 1)",,-51.0,,,-46.0,,-62.0,-74.0,-65.0,1191
"(7, 1)",-45.0,-63.0,-63.0,,-47.0,-53.0,-67.0,-64.0,-73.0,1191
"(7, 1)",-61.0,-60.0,-59.0,,-42.0,-58.0,-71.0,,-62.0,1191
"(7, 1)",-37.0,-51.0,-70.0,,-42.0,,-82.0,-74.0,-84.0,1191
"(7, 1)",-45.0,-58.0,-67.0,-74.0,-49.0,-55.0,-66.0,-60.0,-64.0,1191
"(7, 1)",-62.0,,,,-59.0,-67.0,,,,1191
"(7, 1)",-37.0,-45.0,-66.0,-78.0,-43.0,-55.0,-74.0,-70.0,-69.0,1191
"(7, 1)",-47.0,-64.0,-69.0,,-36.0,-63.0,-78.0,,,1191
"(7, 1)",-60.0,-67.0,,,-53.0,-70.0,-79.0,,,1191
"(7, 1)",-51.0,-73.0,-75.0,,-46.0,-60.0,-78.0,-75.0,-78.0,1191
"(7, 1)",-42.0,-50.0,,-73.0,-46.0,-52.0,-65.0,,,1191
"(7, 1)",-40.0,-74.0,-78.0,,-56.0,-73.0,-76.0,-81.0,-88.0,1191
"(7, 1)",-66.0,-56.0,-59.0,-70.0,-43.0,-57.0,-63.0,-74.0,-67.0,1191
"(7, 1)",-36.0,-51.0,-69.0,,-46.0,-63.0,,-68.0,-80.0,1191
"(7, 1)",-40.0,,-63.0,-72.0,-56.0,-58.0,-68.0,-66.0,-66.0,1191
"(7, 1)",-42.0,-58.0,-64.0,,-42.0,-54.0,-70.0,-68.0,,1191
"(7, 1)",-40.0,-49.0,-70.0,,-42.0,-59.0,-72.0,,-75.0,1191
"(7, 1)",,-65.0,,,-43.0,-54.0,-70.0,-73.0,,1191
"(7, 1)",-56.0,-61.0,-77.0,,-35.0,-62.0,,,-85.0,1191
"(7, 1)",-51.0,-55.0,-58.0,,-52.0,-50.0,-70.0,-66.0,-68.0,1191
"(7, 1)",-45.0,-70.0,-77.0,,-55.0,-66.0,-84.0,-82.0,-86.0,1191
"(7, 1)",-45.0,-69.0,-71.0,,-47.0,-65.0,-79.0,,-83.0,1191
"(7, 1)",-43.0,-60.0,-66.0,,-43.0,-56.0,-71.0,,-65.0,1191
"(7, 1)",,-54.0,-60.0,,-43.0,-58.0,-69.0,-66.0,-63.0,1191
"(7, 1)",,-62.0,-70.0,,-48.0,-54.0,-67.0,,-64.0,1191
"(7, 1)",-48.0,-57.0,-59.0,,-50.0,,-71.0,,-65.0,1191
"(7, 1)",-66.0,-62.0,-68.0,,,,,-75.0,-74.0,1191
"(7, 1)",-44.0,-59.0,,,-44.0,-61.0,-76.0,,,1191
"(7, 1)",,-65.0,-67.0,,,-60.0,-83.0,-77.0,-76.0,1191
"(7, 1)",-51.0,-62.0,-76.0,,-55.0,-58.0,-79.0,-80.0,-76.0,1191
"(7, 1)",-47.0,,-58.0,,-67.0,,,,-65.0,1191
"(7, 1)",-60.0,-62.0,-59.0,,-46.0,-46.0,-72.0,-64.0,-67.0,1191
"(7, 1)",-39.0,-65.0,-75.0,,-43.0,-71.0,-78.0,,,1191
"(7, 1)",,-59.0,,,-55.0,,-75.0,,,1191
"(7, 1)",,,,-82.0,,,,,-65.0,1191
"(7, 1)",-47.0,-66.0,-65.0,,-48.0,-49.0,-68.0,-66.0,-75.0,1191
"(7, 1)",-65.0,,,,-50.0,,,,-79.0,1191
"(7, 1)",-45.0,,-64.0,,-47.0,-50.0,,-64.0,-69.0,1191
"(7, 1)",,-55.0,-75.0,,-47.0,-61.0,,-76.0,-85.0,1191
"(7, 1)",-37.0,-67.0,-76.0,,-42.0,-61.0,-81.0,-75.0,-78.0,1191
"(7, 1)",-54.0,-68.0,-72.0,,-52.0,-59.0,,-78.0,-80.0,1191
"(7, 1)",-56.0,-61.0,-70.0,,-57.0,-62.0,-83.0,-77.0,-73.0,1191
"(7, 1)",,,-74.0,,,,-81.0,-81.0,-75.0,1191
"(7, 1)",-42.0,-52.0,,,-43.0,-59.0,-72.0,-67.0,,1191
"(7, 1)",-53.0,-72.0,-72.0,,-47.0,-66.0,-80.0,-80.0,-80.0,1191
"(7, 1)",-58.0,-67.0,,,-50.0,-61.0,-78.0,,-74.0,1191
"(7, 1)",-51.0,-58.0,-69.0,,-55.0,-67.0,,,-78.0,1191
"(7, 1)",,,,,-56.0,-61.0,,,,1191
"(7, 1)",-45.0,-64.0,,,-35.0,,,,,1191
"(7, 1)",,,-68.0,,-41.0,,-76.0,-68.0,-68.0,1191
"(7, 1)",,,-69.0,,-55.0,,,,,1191
"(7, 1)",,,-70.0,-77.0,-42.0,-60.0,-75.0,,-78.0,1191
"(7, 1)",,-58.0,-68.0,,-46.0,-53.0,-68.0,-66.0,-66.0,1191
"(7, 1)",-53.0,,-66.0,,,-59.0,,,,1191
"(7, 1)",-44.0,-50.0,-75.0,,-41.0,-56.0,-75.0,-71.0,-68.0,1191
"(7, 1)",,,,,-58.0,,,,-73.0,1191
"(7, 1)",-39.0,-61.0,,,-39.0,-67.0,-79.0,-77.0,-71.0,1191
"(7, 1)",-61.0,-69.0,,,-46.0,-65.0,,,-83.0,1191
"(7, 1)",-58.0,-66.0,-72.0,,-36.0,,,,-84.0,1191
"(7, 1)",-36.0,,-68.0,,-42.0,-54.0,-76.0,,-87.0,1191
"(7, 1)",,-58.0,-70.0,-78.0,-43.0,-63.0,-65.0,-68.0,-70.0,1191
"(7, 1)",-44.0,,,,-42.0,-61.0,,,,1191
"(7, 1)",-45.0,-60.0,-64.0,,-47.0,-58.0,-66.0,-65.0,-68.0,1191
"(7, 1)",-45.0,,-64.0,,-49.0,-57.0,-68.0,-65.0,-65.0,1191
"(7, 1)",-56.0,-66.0,,,-56.0,,,-73.0,-84.0,1191
"(7, 1)",-47.0,-65.0,-73.0,,-56.0,-57.0,-74.0,,-71.0,1191
"(7, 1)",-58.0,-57.0,-72.0,,-54.0,-59.0,-78.0,-74.0,-72.0,1191
"(7, 1)",-43.0,-68.0,,,-49.0,-71.0,,,,1191
"(7, 1)",,,-66.0,-84.0,-51.0,,-74.0,-76.0,-72.0,1191
