,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
305,0.0,22,,-71.0,-69.0,,,-47.0,-62.0,-79.0,,
306,0.0,22,-51.0,-69.0,-67.0,-58.0,,-51.0,-64.0,-71.0,-78.0,-66.0
307,0.0,22,,-66.0,,-59.0,-81.0,-57.0,,-65.0,-67.0,-59.0
308,0.0,22,-52.0,,-64.0,,,-55.0,,-76.0,-74.0,
309,0.0,22,,-67.0,,-80.0,,-42.0,-69.0,,,
310,0.0,22,-64.0,-63.0,-62.0,-61.0,,-55.0,-59.0,-77.0,-76.0,-69.0
311,0.0,22,-45.0,,-65.0,-76.0,-77.0,-43.0,-70.0,,-72.0,-85.0
312,0.0,22,,-55.0,-66.0,-71.0,-87.0,-53.0,-66.0,-74.0,-75.0,-79.0
313,0.0,22,-71.0,-75.0,-65.0,,,-68.0,-61.0,-85.0,-79.0,-73.0
314,0.0,22,-47.0,,-67.0,-77.0,-80.0,-62.0,-71.0,-79.0,,-83.0
315,0.0,22,,-71.0,-66.0,-85.0,-83.0,,-63.0,-79.0,-80.0,-77.0
316,0.0,22,-62.0,-69.0,-65.0,-75.0,,-54.0,-65.0,-83.0,-82.0,-78.0
317,0.0,22,-45.0,,-70.0,-69.0,,,,-74.0,-78.0,-79.0
318,0.0,22,-51.0,-67.0,,,,-64.0,,,-75.0,-62.0
319,0.0,22,-44.0,-61.0,,-71.0,-77.0,-43.0,-63.0,,-72.0,-86.0
320,0.0,22,-64.0,-67.0,-72.0,-81.0,,-43.0,-63.0,-82.0,,-88.0
321,0.0,22,-46.0,-65.0,-60.0,-75.0,,-57.0,-59.0,-76.0,-73.0,-73.0
322,0.0,22,-54.0,-57.0,-65.0,,,-62.0,-56.0,,,
323,0.0,22,-46.0,-58.0,,-66.0,,-57.0,-57.0,-71.0,,-64.0
324,0.0,22,,,,,,-43.0,-64.0,,,
325,0.0,22,-56.0,-72.0,,,,-57.0,-66.0,-75.0,,
326,0.0,22,-68.0,-61.0,,,,-68.0,-55.0,,-65.0,
327,0.0,22,-48.0,-51.0,-63.0,-75.0,-82.0,-53.0,,-75.0,-77.0,-70.0
328,0.0,22,-54.0,-58.0,-68.0,-75.0,,-43.0,-58.0,-73.0,,-79.0
329,0.0,22,-56.0,-64.0,-59.0,-71.0,-82.0,-52.0,-60.0,-73.0,-68.0,-71.0
330,0.0,22,,-57.0,-72.0,-80.0,-81.0,,-61.0,-70.0,-78.0,-71.0
331,0.0,22,-55.0,-64.0,,,,-52.0,,-70.0,-70.0,-75.0
332,0.0,22,-50.0,,-65.0,-66.0,-79.0,-57.0,-59.0,-69.0,-67.0,-62.0
333,0.0,22,-44.0,,,-72.0,,-49.0,-63.0,-70.0,-81.0,
334,0.0,22,-54.0,-66.0,-68.0,-68.0,-82.0,-50.0,-68.0,-83.0,-77.0,-77.0
335,0.0,22,-54.0,-65.0,-50.0,-59.0,-81.0,-51.0,-52.0,-65.0,-67.0,-62.0
336,0.0,22,-54.0,-57.0,,-61.0,-78.0,-58.0,-56.0,-68.0,-69.0,-66.0
337,0.0,22,-48.0,-69.0,,-68.0,-86.0,-51.0,-63.0,-80.0,-79.0,-74.0
338,0.0,22,-47.0,,-68.0,-74.0,,-49.0,,-80.0,,-73.0
339,0.0,22,-56.0,-52.0,-69.0,-64.0,,-46.0,-67.0,-74.0,-70.0,
340,0.0,22,-48.0,-63.0,-53.0,-64.0,,-61.0,-53.0,-69.0,-69.0,-64.0
341,0.0,22,-41.0,-61.0,,-81.0,,,,-85.0,,-84.0
342,0.0,22,,-56.0,,-74.0,-80.0,-53.0,-61.0,-73.0,-80.0,-77.0
343,0.0,22,-51.0,-62.0,,,,-57.0,-63.0,,-80.0,-77.0
344,0.0,22,-48.0,,,-73.0,,-54.0,,-78.0,-77.0,-76.0
345,0.0,22,-52.0,-71.0,-66.0,-76.0,,-47.0,-71.0,-74.0,-76.0,-75.0
346,0.0,22,,,,-71.0,,-55.0,-67.0,-89.0,-82.0,-79.0
347,0.0,22,-53.0,-59.0,-66.0,-78.0,,-50.0,-73.0,,-78.0,-81.0
348,0.0,22,-57.0,-55.0,,-75.0,,-61.0,-58.0,-70.0,-78.0,
349,0.0,22,,,,-82.0,,-53.0,,-86.0,-79.0,-81.0
350,0.0,22,-52.0,,,-67.0,,-53.0,-52.0,-69.0,-74.0,
351,0.0,22,-46.0,-73.0,,-80.0,,-51.0,-69.0,-78.0,-83.0,-80.0
352,0.0,22,-46.0,-65.0,-70.0,,,-45.0,-68.0,,-78.0,-79.0
353,0.0,22,-49.0,-72.0,-66.0,-77.0,,-58.0,-62.0,,-79.0,-85.0
354,0.0,22,-44.0,-65.0,-55.0,-65.0,,-68.0,-52.0,-69.0,-70.0,-61.0
355,0.0,22,,-55.0,-58.0,-67.0,-81.0,-53.0,-58.0,-66.0,-68.0,-74.0
356,0.0,22,-46.0,-66.0,,-65.0,,,-48.0,-74.0,-63.0,-70.0
357,0.0,22,-45.0,,,,,-52.0,,,,
358,0.0,22,,-59.0,-63.0,-64.0,-76.0,-47.0,,-72.0,-80.0,-74.0
359,0.0,22,-55.0,-57.0,-65.0,-65.0,-82.0,-50.0,-60.0,-70.0,-72.0,-65.0
360,0.0,22,,,,,,-53.0,,,,-66.0
361,0.0,22,-60.0,-74.0,-68.0,-80.0,,,-70.0,-78.0,-81.0,-81.0
362,0.0,22,-50.0,-57.0,-58.0,,-75.0,-60.0,-56.0,-69.0,-68.0,
363,0.0,22,,,,-66.0,,-47.0,,,,-73.0
364,0.0,22,-52.0,-73.0,,-68.0,,-54.0,-74.0,-78.0,,
365,0.0,22,-45.0,-58.0,,-70.0,,,-61.0,,-68.0,-74.0
366,0.0,22,-51.0,-67.0,-63.0,-69.0,,-56.0,-60.0,-71.0,-70.0,-74.0
367,0.0,22,-52.0,-63.0,-68.0,,,-57.0,-61.0,-74.0,-83.0,-76.0
368,0.0,22,-57.0,-70.0,-77.0,-73.0,,-48.0,-58.0,-76.0,,
369,0.0,22,-52.0,-69.0,-68.0,-78.0,,-56.0,,-81.0,-82.0,-82.0
370,0.0,22,,-59.0,-57.0,-71.0,,-53.0,-61.0,-73.0,-67.0,-70.0
371,0.0,22,-46.0,-56.0,-63.0,-68.0,-82.0,-50.0,-57.0,-74.0,-79.0,-75.0
372,0.0,22,-53.0,-57.0,-61.0,-75.0,-84.0,-55.0,-61.0,-75.0,-78.0,-72.0
373,0.0,22,-57.0,-54.0,,-61.0,-81.0,-47.0,-63.0,,,-72.0
374,0.0,22,-52.0,-59.0,-67.0,,,-55.0,-68.0,-70.0,,-66.0
375,0.0,22,-48.0,-65.0,-73.0,-76.0,,-43.0,,-82.0,-82.0,-90.0
376,0.0,22,-60.0,,,,,-47.0,-69.0,-77.0,-75.0,-80.0
377,0.0,22,-56.0,,,,,-53.0,,,-74.0,-76.0
378,0.0,22,,-61.0,-69.0,,,,,-75.0,-78.0,
379,0.0,22,-54.0,-58.0,-68.0,,,-61.0,-62.0,-75.0,,-69.0
380,0.0,22,-51.0,,-68.0,-70.0,,-55.0,,,-80.0,-69.0
381,0.0,22,-52.0,,-59.0,-68.0,,-49.0,-65.0,-74.0,,-65.0
382,0.0,22,,,-62.0,-72.0,,-54.0,-60.0,-76.0,-73.0,-72.0
383,0.0,22,-44.0,,-59.0,-75.0,,-58.0,-57.0,-76.0,,
384,0.0,22,,,,,,-57.0,,,,
385,0.0,22,-46.0,-70.0,-67.0,-69.0,,-48.0,-65.0,-74.0,-80.0,-74.0
386,0.0,22,-55.0,,-71.0,-79.0,,-42.0,-65.0,-90.0,-78.0,-85.0
387,0.0,22,-54.0,-58.0,-67.0,-80.0,,-55.0,-65.0,-71.0,-82.0,-78.0
388,0.0,22,-57.0,-66.0,-64.0,-79.0,,-51.0,-66.0,,-75.0,-74.0
389,0.0,22,-53.0,-69.0,-74.0,,-85.0,-52.0,-62.0,-78.0,-77.0,-79.0
390,0.0,22,-60.0,-72.0,-70.0,-76.0,,-57.0,-69.0,-77.0,-73.0,-86.0
391,0.0,22,-47.0,-59.0,-60.0,-68.0,,-62.0,-57.0,-79.0,,-70.0
392,0.0,22,-41.0,,-66.0,-68.0,-78.0,-62.0,-58.0,-76.0,-69.0,-63.0
393,0.0,22,-64.0,,-62.0,-67.0,-85.0,-54.0,-75.0,-76.0,-77.0,-73.0
394,0.0,22,-51.0,-64.0,-65.0,-67.0,-83.0,-57.0,-58.0,-69.0,-69.0,-61.0
395,0.0,22,,-66.0,-77.0,-74.0,,-57.0,-69.0,-83.0,-84.0,-77.0
396,0.0,22,-62.0,-66.0,-70.0,-65.0,,-50.0,-64.0,-83.0,-77.0,
397,0.0,22,-49.0,-56.0,-65.0,-73.0,,-55.0,-59.0,-75.0,-78.0,-76.0
398,0.0,22,,,,-70.0,,,,,,-71.0
399,0.0,22,-53.0,-54.0,-81.0,-75.0,-82.0,-59.0,,-79.0,-73.0,-78.0
400,0.0,22,-45.0,-59.0,-60.0,,,-47.0,-60.0,-77.0,-73.0,-72.0
401,0.0,22,,-58.0,,,,-45.0,-62.0,,,-73.0
402,0.0,22,,,-70.0,-73.0,-79.0,-49.0,-55.0,-75.0,-75.0,-73.0
403,0.0,22,-51.0,,-70.0,-69.0,-83.0,-57.0,-62.0,-74.0,-87.0,-76.0
404,0.0,22,-60.0,-56.0,-73.0,-81.0,,-50.0,-62.0,-77.0,-78.0,-81.0
405,0.0,22,-44.0,,,,,-57.0,,-77.0,,
406,0.0,22,-45.0,,-71.0,-72.0,,-52.0,,,,-82.0
407,0.0,22,-56.0,-72.0,-68.0,-71.0,,-48.0,-64.0,-79.0,,
408,0.0,22,-44.0,-67.0,,,-76.0,,,,-68.0,-72.0
409,0.0,22,-47.0,-77.0,,,,-40.0,-67.0,,,
410,0.0,22,-47.0,-62.0,-55.0,-62.0,,-54.0,-56.0,-77.0,,-69.0
411,0.0,22,,-65.0,-55.0,-69.0,,-62.0,-53.0,-72.0,-69.0,-68.0
412,0.0,22,,,-66.0,,,-60.0,,,-70.0,
413,0.0,22,-54.0,,-66.0,-65.0,-79.0,-61.0,-62.0,-71.0,-67.0,-68.0
414,0.0,22,,-68.0,,-74.0,,-58.0,-64.0,-79.0,-79.0,-88.0
415,0.0,22,-54.0,-59.0,,-75.0,,-56.0,-49.0,-73.0,-64.0,-75.0
416,0.0,22,-45.0,-53.0,,,,-48.0,-60.0,,,-70.0
417,0.0,22,-51.0,,-65.0,-72.0,-82.0,-52.0,-60.0,-73.0,-77.0,-81.0
418,0.0,22,-42.0,,-67.0,-82.0,,-50.0,-66.0,-84.0,-80.0,-85.0
419,0.0,22,-71.0,-73.0,-73.0,-77.0,,-55.0,-63.0,-79.0,-81.0,-74.0
420,0.0,22,-39.0,,,-74.0,-74.0,-58.0,-56.0,,-73.0,-62.0
421,0.0,22,,-57.0,-60.0,-67.0,,-62.0,-62.0,-79.0,-69.0,-69.0
422,0.0,22,-51.0,-68.0,-59.0,-81.0,,-66.0,-63.0,-81.0,,-79.0
423,0.0,22,-41.0,-62.0,,,-79.0,-47.0,,-79.0,-79.0,
424,0.0,22,-51.0,-64.0,,-67.0,-86.0,,,-70.0,-77.0,-74.0
425,0.0,22,-55.0,-71.0,-79.0,-73.0,,-52.0,-66.0,-83.0,,-81.0
426,0.0,22,,-61.0,-55.0,-69.0,,,,-69.0,-74.0,-64.0
427,0.0,22,-41.0,-55.0,-67.0,-77.0,,-50.0,-75.0,-79.0,,-85.0
428,0.0,22,-47.0,,,,,-55.0,-72.0,,,
429,0.0,22,-46.0,-51.0,-65.0,-63.0,,-46.0,-58.0,-75.0,-75.0,-69.0
430,0.0,22,-57.0,-72.0,-64.0,-73.0,,-47.0,-66.0,-73.0,-79.0,-74.0
431,0.0,22,-51.0,,-68.0,-77.0,-79.0,-54.0,,-78.0,-77.0,-81.0
432,0.0,22,-48.0,,-67.0,-68.0,-80.0,-56.0,-57.0,-75.0,-70.0,-84.0
433,0.0,22,-44.0,-68.0,-62.0,-68.0,,-44.0,,-73.0,,-75.0
434,0.0,22,-41.0,,,-66.0,-75.0,-58.0,-56.0,,,-69.0
435,0.0,22,,,-69.0,-74.0,,-45.0,,-78.0,-71.0,-86.0
436,0.0,22,,,,,,-57.0,-65.0,,,-77.0
437,0.0,22,-53.0,-69.0,-63.0,-65.0,,-56.0,-61.0,-76.0,-79.0,-76.0
438,0.0,22,-48.0,-69.0,,,,-63.0,,,,-70.0
439,0.0,22,-43.0,-69.0,,,,-53.0,-65.0,,,
440,0.0,22,-47.0,-69.0,-77.0,-70.0,,-48.0,-64.0,-81.0,-78.0,-74.0
441,0.0,22,-43.0,-61.0,-61.0,-77.0,,-51.0,-56.0,-74.0,-69.0,
442,0.0,22,-49.0,-63.0,-66.0,-68.0,-85.0,-47.0,,-78.0,-81.0,-78.0
443,0.0,22,,-61.0,,-77.0,,,,,-67.0,-65.0
444,0.0,22,-44.0,-64.0,-57.0,-71.0,,-61.0,-58.0,-76.0,-72.0,-73.0
445,0.0,22,-41.0,,-80.0,-79.0,,-42.0,-68.0,-82.0,,
446,0.0,22,-53.0,-71.0,-72.0,-72.0,,-53.0,-65.0,-80.0,,-77.0
447,0.0,22,-52.0,-56.0,-61.0,-70.0,-80.0,-43.0,-72.0,-78.0,-67.0,-78.0
448,0.0,22,-52.0,-55.0,-64.0,-69.0,-85.0,-50.0,-57.0,-72.0,-79.0,-85.0
449,0.0,22,-57.0,-59.0,-62.0,-69.0,,-47.0,-60.0,-72.0,-72.0,-78.0
450,0.0,22,,-52.0,-65.0,,,-45.0,,,,
451,0.0,22,-47.0,-70.0,-77.0,-71.0,-77.0,-42.0,-69.0,-76.0,-72.0,-83.0
452,0.0,22,-42.0,,,,,,,,,
453,0.0,22,-54.0,-53.0,-54.0,-60.0,-76.0,-57.0,,-73.0,-70.0,-68.0
454,0.0,22,-53.0,-70.0,,-70.0,,-54.0,-57.0,-77.0,,-77.0
455,0.0,22,-50.0,,-61.0,-71.0,,-43.0,-57.0,,-78.0,-74.0
456,0.0,22,,-56.0,-68.0,-72.0,-80.0,-43.0,-67.0,,,-81.0
457,0.0,22,-44.0,,-71.0,-76.0,-81.0,-44.0,-69.0,-81.0,-79.0,-77.0
458,0.0,22,-39.0,-57.0,,-75.0,,-51.0,-70.0,,,-83.0
459,0.0,22,-53.0,-60.0,-63.0,-65.0,,-59.0,,,-75.0,-75.0
460,0.0,22,-52.0,-63.0,-58.0,-66.0,,-66.0,-65.0,-75.0,-65.0,-64.0
461,0.0,22,-51.0,-54.0,-63.0,-67.0,,-55.0,,-69.0,-70.0,-69.0
462,0.0,22,-54.0,-73.0,-69.0,-76.0,,-51.0,-59.0,-78.0,-76.0,-75.0
463,0.0,22,-53.0,-75.0,-75.0,-73.0,,-52.0,-69.0,-88.0,-77.0,-79.0
464,0.0,22,-42.0,-66.0,-68.0,-78.0,,-55.0,,-84.0,,-77.0
465,0.0,22,-53.0,,-63.0,-68.0,,-57.0,-59.0,-80.0,-73.0,-77.0
466,0.0,22,-48.0,,-65.0,-69.0,,-56.0,-55.0,-75.0,-69.0,-71.0
467,0.0,22,-42.0,-69.0,-67.0,-76.0,,-49.0,-67.0,-83.0,-80.0,-83.0
468,0.0,22,-53.0,,-72.0,-71.0,,-48.0,-66.0,-76.0,-83.0,-74.0
469,0.0,22,-46.0,-73.0,-71.0,-78.0,,-49.0,,,,
470,0.0,22,-53.0,,,-70.0,,-45.0,,,,
471,0.0,22,-50.0,-67.0,-69.0,-81.0,,-56.0,-63.0,-76.0,-76.0,-76.0
472,0.0,22,,-60.0,,,,-55.0,,-66.0,-85.0,-74.0
473,0.0,22,,-67.0,-73.0,-76.0,,-55.0,-69.0,-79.0,-80.0,-78.0
474,0.0,22,-50.0,-66.0,-64.0,-64.0,,-56.0,-55.0,-77.0,-68.0,
475,0.0,22,-54.0,-61.0,-61.0,-71.0,-78.0,-53.0,-63.0,-73.0,-75.0,-81.0
476,0.0,22,-58.0,-75.0,-64.0,-68.0,,-69.0,-60.0,-76.0,-81.0,-72.0
477,0.0,22,,-57.0,-59.0,-70.0,-82.0,-45.0,-59.0,-75.0,-81.0,-76.0
478,0.0,22,,-75.0,-68.0,-80.0,,-55.0,,-81.0,-77.0,-78.0
479,0.0,22,-57.0,-64.0,-68.0,,,-50.0,,,-78.0,-69.0
480,0.0,22,-42.0,-66.0,,,,-49.0,-69.0,,,
481,0.0,22,-48.0,-52.0,,-66.0,,-47.0,-55.0,,-70.0,-70.0
482,0.0,22,-59.0,-75.0,-61.0,-68.0,,-57.0,-61.0,-81.0,-75.0,-72.0
483,0.0,22,,,-60.0,,,,,-74.0,,-80.0
484,0.0,22,,-69.0,-69.0,-71.0,,-57.0,-70.0,-77.0,-74.0,-73.0
485,0.0,22,-55.0,-55.0,,-70.0,-77.0,,-64.0,-73.0,,-83.0
486,0.0,22,-50.0,,,-70.0,,-49.0,-62.0,-76.0,-80.0,-81.0
487,0.0,22,-46.0,-60.0,-59.0,-62.0,-76.0,-48.0,-61.0,-78.0,-77.0,-71.0
488,0.0,22,-55.0,-63.0,-71.0,-69.0,-78.0,-44.0,-65.0,-78.0,,-77.0
489,0.0,22,-55.0,-73.0,-68.0,-74.0,,-48.0,-68.0,-85.0,,-84.0
490,0.0,22,-39.0,-59.0,-67.0,-62.0,-80.0,-57.0,-59.0,-67.0,-68.0,-73.0
491,0.0,22,-49.0,-68.0,-71.0,-66.0,,-63.0,-70.0,-81.0,,-74.0
492,0.0,22,-47.0,,,,,-47.0,-59.0,-75.0,-74.0,-73.0
493,0.0,22,-41.0,-59.0,,,,-43.0,-65.0,,,
494,0.0,22,-51.0,-66.0,-75.0,-69.0,,-55.0,-69.0,-76.0,-77.0,-73.0
495,0.0,22,-46.0,-61.0,,-70.0,-78.0,,-67.0,-73.0,-74.0,-74.0
496,0.0,22,-51.0,-66.0,-70.0,-71.0,,-48.0,-65.0,-83.0,-80.0,-86.0
497,0.0,22,-57.0,-56.0,-63.0,-71.0,,-45.0,-57.0,-73.0,-70.0,-76.0
498,0.0,22,-46.0,-56.0,-65.0,,-80.0,-47.0,,-74.0,-75.0,
499,0.0,22,-48.0,-66.0,-65.0,-72.0,,-52.0,-60.0,-82.0,-79.0,-77.0
500,0.0,22,-59.0,-70.0,-67.0,-65.0,,-57.0,-63.0,,-76.0,
501,0.0,22,-47.0,-72.0,-62.0,-72.0,-82.0,-51.0,-67.0,-74.0,-78.0,-74.0
502,0.0,22,-39.0,-60.0,-67.0,,-78.0,-59.0,-64.0,-72.0,-67.0,-62.0
503,0.0,22,-54.0,,,,,-46.0,,,,
504,0.0,22,-56.0,-60.0,-68.0,,,-50.0,-70.0,,,
505,0.0,22,-42.0,,,-67.0,-76.0,-53.0,,,-68.0,-65.0
506,0.0,22,-56.0,-55.0,-66.0,-70.0,,-44.0,-64.0,-75.0,-70.0,-80.0
507,0.0,22,-48.0,-59.0,-63.0,-72.0,,-57.0,-58.0,-73.0,-78.0,-72.0
508,0.0,22,,,-71.0,,,-54.0,-69.0,-81.0,-81.0,-76.0
509,0.0,22,-44.0,-61.0,-67.0,-71.0,-82.0,-45.0,-64.0,-82.0,-77.0,-71.0
510,0.0,22,-52.0,-55.0,-62.0,-65.0,,-62.0,-59.0,-72.0,-64.0,-67.0
511,0.0,22,-49.0,-61.0,,-72.0,-79.0,-49.0,,-75.0,,-80.0
512,0.0,22,-53.0,-67.0,-75.0,-73.0,,-58.0,-65.0,-80.0,,-74.0
513,0.0,22,-48.0,,-56.0,-65.0,,-65.0,-53.0,-68.0,-74.0,-63.0
514,0.0,22,-65.0,,-66.0,-75.0,,-57.0,-70.0,-80.0,-81.0,-77.0
515,0.0,22,-49.0,-68.0,,-80.0,,-64.0,-63.0,,,-72.0
516,0.0,22,-40.0,-67.0,-73.0,-79.0,,-41.0,-73.0,-85.0,-81.0,-81.0
517,0.0,22,-59.0,-70.0,-74.0,-73.0,,-55.0,-59.0,-83.0,-80.0,-76.0
518,0.0,22,-44.0,-67.0,-68.0,-62.0,-76.0,-48.0,-62.0,,-75.0,-73.0
519,0.0,22,-52.0,-67.0,-70.0,,,-53.0,-67.0,-83.0,-77.0,-76.0
520,0.0,22,-57.0,-66.0,,-68.0,,-54.0,-61.0,-76.0,-65.0,
521,0.0,22,-42.0,-62.0,-63.0,-63.0,-75.0,-47.0,-60.0,-70.0,-68.0,-72.0
522,0.0,22,-61.0,-74.0,,,,-50.0,-66.0,,,
523,0.0,22,-52.0,-66.0,-73.0,,-87.0,-47.0,-69.0,-87.0,-84.0,-83.0
524,0.0,22,-52.0,-62.0,,,-83.0,-50.0,,,,-79.0
525,0.0,22,-47.0,-68.0,,-76.0,,-52.0,,,,-79.0
526,0.0,22,-49.0,,-66.0,-78.0,,,-66.0,,,-71.0
527,0.0,22,-47.0,-81.0,-68.0,,,-54.0,-70.0,-86.0,,-78.0
528,0.0,22,-51.0,-56.0,-69.0,-74.0,,-56.0,-64.0,-78.0,,
529,0.0,22,,-62.0,,-66.0,,-60.0,-58.0,-77.0,-78.0,-72.0
530,0.0,22,,-71.0,-67.0,-78.0,,-46.0,-63.0,,-83.0,-83.0
531,0.0,22,-49.0,,-69.0,-64.0,,,,-74.0,-79.0,-72.0
532,0.0,22,-52.0,-69.0,,-69.0,,-47.0,-62.0,-71.0,-70.0,-66.0
533,0.0,22,,,-64.0,-71.0,,-61.0,-59.0,-77.0,-82.0,-72.0
534,0.0,22,-51.0,-58.0,-70.0,-72.0,-80.0,-59.0,-69.0,-75.0,-71.0,-78.0
535,0.0,22,-50.0,-61.0,-70.0,-70.0,,,-61.0,-74.0,,-72.0
536,0.0,22,-48.0,-64.0,-66.0,-67.0,,-54.0,-61.0,,,-66.0
537,0.0,22,,-70.0,-67.0,,,-39.0,-66.0,,,
538,0.0,22,-52.0,,,-72.0,,-52.0,-66.0,-77.0,-75.0,-70.0
539,0.0,22,-45.0,-69.0,-75.0,-81.0,,,-74.0,-80.0,-83.0,-87.0
540,0.0,22,,,,-62.0,-83.0,-55.0,,-66.0,-68.0,-61.0
541,0.0,22,-50.0,-54.0,,-67.0,,,-64.0,-74.0,-75.0,
542,0.0,22,-44.0,-66.0,-62.0,-63.0,,-62.0,-62.0,,-71.0,-71.0
543,0.0,22,-61.0,,-61.0,-66.0,,-56.0,-56.0,-77.0,-68.0,-69.0
544,0.0,22,-44.0,-61.0,,-78.0,-82.0,-45.0,-63.0,-76.0,-74.0,-82.0
545,0.0,22,-42.0,-69.0,-67.0,-75.0,,-49.0,-69.0,-82.0,-81.0,-83.0
546,0.0,22,-51.0,-66.0,,-75.0,,-53.0,-58.0,-74.0,-66.0,-75.0
547,0.0,22,,-58.0,,,-81.0,-52.0,-61.0,,,
548,0.0,22,-41.0,,-67.0,-75.0,,-55.0,-64.0,-74.0,-77.0,-79.0
549,0.0,22,-43.0,-60.0,-69.0,-66.0,,-48.0,-65.0,-76.0,-74.0,-74.0
550,0.0,22,-43.0,-70.0,-63.0,-72.0,,-53.0,-61.0,-80.0,-76.0,-75.0
551,0.0,22,-50.0,-58.0,-69.0,-71.0,,-47.0,-68.0,-73.0,-80.0,-83.0
552,0.0,22,-54.0,,-68.0,-76.0,,-60.0,-65.0,-79.0,-80.0,-83.0
553,0.0,22,-49.0,-56.0,-62.0,-73.0,,-56.0,,-73.0,-67.0,-69.0
554,0.0,22,,,-69.0,-77.0,-83.0,,-62.0,-74.0,-77.0,-78.0
555,0.0,22,-46.0,,-71.0,-67.0,,-56.0,-64.0,-83.0,-78.0,-71.0
556,0.0,22,-50.0,-59.0,-58.0,-68.0,,-58.0,-50.0,-73.0,-65.0,-73.0
557,0.0,22,-52.0,-72.0,-77.0,-77.0,,-51.0,-68.0,-82.0,-79.0,-79.0
558,0.0,22,-54.0,,-56.0,-60.0,,-51.0,-52.0,-77.0,-68.0,-69.0
559,0.0,22,,-63.0,-64.0,,-80.0,,,-79.0,-70.0,
560,0.0,22,-43.0,-58.0,-67.0,-78.0,,-46.0,-73.0,-80.0,,-77.0
561,0.0,22,-52.0,-65.0,,,,-57.0,-54.0,-77.0,-60.0,-73.0
562,0.0,22,-55.0,-60.0,-71.0,-70.0,,,-61.0,-75.0,-75.0,-75.0
563,0.0,22,-52.0,-59.0,-69.0,-68.0,-79.0,-51.0,-60.0,-75.0,-75.0,-70.0
564,0.0,22,-48.0,-66.0,-69.0,-69.0,-85.0,-46.0,-55.0,-81.0,-80.0,
565,0.0,22,,,,,-79.0,,-65.0,,-75.0,
566,0.0,22,-48.0,-70.0,-66.0,-72.0,,-51.0,,-83.0,-82.0,-89.0
567,0.0,22,,,,,,-53.0,,,-75.0,-83.0
568,0.0,22,-44.0,-67.0,-62.0,,-79.0,-52.0,-60.0,-70.0,-72.0,-74.0
569,0.0,22,-47.0,-64.0,-61.0,-65.0,-78.0,-53.0,-65.0,-73.0,-70.0,
570,0.0,22,,,,-67.0,-77.0,-44.0,-64.0,-75.0,-69.0,-81.0
571,0.0,22,-47.0,-57.0,-70.0,-71.0,,-44.0,-59.0,-74.0,,
572,0.0,22,-51.0,-67.0,,-70.0,-76.0,-50.0,-59.0,-74.0,-78.0,
573,0.0,22,-53.0,-76.0,,,,-58.0,-63.0,,-77.0,-79.0
574,0.0,22,,,,-76.0,,,,,-80.0,-74.0
575,0.0,22,-41.0,,-62.0,,,-53.0,-74.0,,-73.0,-83.0
576,0.0,22,,-69.0,-75.0,-76.0,,-60.0,-74.0,-78.0,-83.0,-79.0
577,0.0,22,-51.0,,-57.0,,,,-53.0,-72.0,-65.0,-70.0
578,0.0,22,-50.0,,-59.0,-66.0,-79.0,-53.0,-58.0,-71.0,-69.0,-70.0
579,0.0,22,-48.0,-69.0,,,,-44.0,-66.0,-77.0,-75.0,-81.0
580,0.0,22,-48.0,-71.0,,,,-43.0,-58.0,-74.0,,-80.0
581,0.0,22,-63.0,-58.0,-66.0,-68.0,,-48.0,,,-73.0,-78.0
582,0.0,22,-51.0,-59.0,-61.0,-66.0,,-53.0,-59.0,-74.0,-76.0,-75.0
583,0.0,22,,-69.0,,,,-42.0,-68.0,,,
584,0.0,22,-48.0,,,-61.0,-74.0,-51.0,-58.0,,-71.0,-71.0
585,0.0,22,-57.0,-57.0,,,,-54.0,-67.0,-74.0,-76.0,
586,0.0,22,-41.0,-69.0,-70.0,-75.0,,-49.0,-67.0,-81.0,-82.0,-80.0
587,0.0,22,,-65.0,-68.0,-73.0,,-50.0,-61.0,-79.0,,
588,0.0,22,-49.0,-72.0,,-77.0,-84.0,-61.0,-65.0,,-77.0,-78.0
589,0.0,22,,,-70.0,-72.0,-79.0,-58.0,-65.0,,-75.0,-69.0
590,0.0,22,-43.0,-62.0,-57.0,-68.0,,-65.0,,-70.0,-72.0,-69.0
591,0.0,22,-61.0,-64.0,,-68.0,-80.0,-55.0,-58.0,-76.0,-66.0,
592,0.0,22,,-67.0,,,,-44.0,-74.0,,,
593,0.0,22,,,,-63.0,,-44.0,-60.0,,,
594,0.0,22,,-57.0,-68.0,,,-44.0,-68.0,-75.0,,-80.0
595,0.0,22,-46.0,-63.0,-71.0,-82.0,,-44.0,-65.0,-82.0,-79.0,-88.0
596,0.0,22,-42.0,-65.0,-68.0,-78.0,,-53.0,-74.0,-83.0,-79.0,-82.0
597,0.0,22,-45.0,-62.0,,,,-55.0,-52.0,-65.0,-70.0,
598,0.0,22,-40.0,-54.0,,-75.0,,,,-76.0,-73.0,-84.0
599,0.0,22,-43.0,-67.0,-67.0,-67.0,-81.0,-48.0,,-72.0,,-72.0
600,0.0,22,,-58.0,-72.0,-81.0,,-43.0,-58.0,-75.0,-78.0,-79.0
601,0.0,22,-42.0,-67.0,-69.0,-73.0,-83.0,-47.0,-67.0,,-72.0,-73.0
