,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
29220,0.0,57,-47.0,-54.0,-59.0,-68.0,,-56.0,-50.0,-68.0,-75.0,-74.0
29221,0.0,57,-49.0,-58.0,-60.0,-77.0,,-51.0,-57.0,-79.0,-74.0,-86.0
29222,0.0,57,-53.0,-68.0,-70.0,-79.0,-82.0,,,-73.0,-68.0,-86.0
29223,0.0,57,,,-55.0,-64.0,,,,,,-70.0
29224,0.0,57,-28.0,-60.0,-61.0,-76.0,,-60.0,-55.0,-73.0,-72.0,-78.0
29225,0.0,57,-45.0,-73.0,-66.0,,,-51.0,-64.0,-76.0,-69.0,-78.0
29226,0.0,57,-48.0,-72.0,,-66.0,,-50.0,-60.0,,-70.0,
29227,0.0,57,-46.0,,,,-81.0,-52.0,,,,-77.0
29228,0.0,57,,-53.0,-57.0,-76.0,,-57.0,-54.0,-74.0,,-73.0
29229,0.0,57,-36.0,,-72.0,-79.0,,-45.0,-66.0,-81.0,,-85.0
29230,0.0,57,-51.0,-65.0,,-68.0,,-51.0,-61.0,,,-78.0
29231,0.0,57,,-59.0,,,,-57.0,-59.0,-75.0,-71.0,
29232,0.0,57,-53.0,-50.0,-56.0,-59.0,-74.0,-57.0,-68.0,,-71.0,-78.0
29233,0.0,57,-29.0,-57.0,,,,-55.0,-52.0,-71.0,,-72.0
29234,0.0,57,-56.0,-73.0,-70.0,-72.0,,-53.0,-66.0,-77.0,-82.0,
29235,0.0,57,-50.0,-53.0,-51.0,,,-55.0,-63.0,-65.0,-64.0,-74.0
29236,0.0,57,-37.0,,,,,-42.0,-61.0,-81.0,,-76.0
29237,0.0,57,-45.0,-64.0,-63.0,-71.0,,-56.0,-64.0,-78.0,-70.0,-72.0
29238,0.0,57,,,,-75.0,-70.0,-54.0,-61.0,-71.0,,-74.0
29239,0.0,57,-47.0,-67.0,-63.0,-75.0,,-46.0,-57.0,-75.0,-72.0,-85.0
29240,0.0,57,-54.0,-56.0,-53.0,-58.0,,-56.0,-50.0,,-67.0,-77.0
29241,0.0,57,,,,-67.0,-83.0,-46.0,-67.0,-73.0,,-82.0
29242,0.0,57,,-52.0,-63.0,-64.0,-80.0,-55.0,,-74.0,,-76.0
29243,0.0,57,-54.0,-55.0,-63.0,-69.0,,-50.0,-58.0,-76.0,-70.0,-76.0
29244,0.0,57,-56.0,-66.0,,,,-52.0,-65.0,,,-86.0
29245,0.0,57,-43.0,,,,,-43.0,,,,
29246,0.0,57,-35.0,-68.0,,,,-48.0,,,,-83.0
29247,0.0,57,,-62.0,-53.0,-68.0,,,-57.0,-69.0,,-75.0
29248,0.0,57,-54.0,-53.0,-54.0,-66.0,-77.0,-56.0,-51.0,-72.0,-70.0,-89.0
29249,0.0,57,-47.0,-61.0,-59.0,-63.0,,-49.0,-54.0,-76.0,-74.0,-74.0
29250,0.0,57,-46.0,-51.0,-59.0,,-77.0,-52.0,-57.0,-74.0,-72.0,-73.0
29251,0.0,57,-54.0,-53.0,,-71.0,,,-48.0,-69.0,-67.0,-74.0
29252,0.0,57,-54.0,,-59.0,-75.0,,-47.0,,-78.0,-82.0,-78.0
29253,0.0,57,-31.0,-61.0,-64.0,-72.0,-85.0,-61.0,-59.0,-77.0,,-77.0
29254,0.0,57,-50.0,-54.0,-48.0,-64.0,-74.0,-54.0,-65.0,-70.0,-69.0,-79.0
29255,0.0,57,-39.0,-54.0,,-64.0,-78.0,-52.0,-60.0,-68.0,-71.0,
29256,0.0,57,-54.0,-67.0,-74.0,-79.0,,-55.0,-57.0,-79.0,-79.0,-85.0
29257,0.0,57,-54.0,-46.0,-49.0,-66.0,,-57.0,-60.0,-70.0,,-69.0
29258,0.0,57,-51.0,-65.0,-74.0,-73.0,,-57.0,-58.0,-80.0,-79.0,-86.0
29259,0.0,57,-49.0,-47.0,-57.0,-63.0,-80.0,-53.0,-55.0,-67.0,-64.0,-70.0
29260,0.0,57,-51.0,-58.0,,-79.0,-78.0,-47.0,-57.0,,,-80.0
29261,0.0,57,,-50.0,,,-75.0,,-55.0,,,
29262,0.0,57,,-46.0,-59.0,-65.0,-76.0,,,-75.0,-70.0,-73.0
29263,0.0,57,,-52.0,-64.0,-57.0,-81.0,-51.0,-58.0,-71.0,-64.0,-83.0
29264,0.0,57,-55.0,,-69.0,-77.0,,-46.0,,,-80.0,
29265,0.0,57,-50.0,,-50.0,-63.0,-75.0,-66.0,-55.0,,,-74.0
29266,0.0,57,-50.0,-50.0,-51.0,-62.0,-76.0,-48.0,-64.0,-75.0,-66.0,-72.0
29267,0.0,57,-38.0,-73.0,-66.0,-75.0,,-46.0,-69.0,-78.0,-73.0,-82.0
29268,0.0,57,-54.0,,-50.0,,-77.0,-55.0,,,,-81.0
29269,0.0,57,-43.0,-68.0,,-79.0,,-41.0,-65.0,-79.0,,-78.0
29270,0.0,57,-58.0,,-53.0,-65.0,,-55.0,-65.0,-69.0,,
29271,0.0,57,,-72.0,-74.0,-77.0,,-44.0,-74.0,-80.0,,-83.0
29272,0.0,57,-55.0,-68.0,-69.0,-74.0,,-46.0,-69.0,-77.0,-79.0,-84.0
29273,0.0,57,-50.0,-54.0,,-64.0,-70.0,-62.0,,-74.0,,
29274,0.0,57,-30.0,-64.0,-69.0,-66.0,,-57.0,,-78.0,,-72.0
29275,0.0,57,-53.0,-67.0,,-74.0,,-46.0,-65.0,-78.0,,-88.0
29276,0.0,57,-47.0,-61.0,-69.0,-76.0,,-59.0,-63.0,-80.0,-76.0,
29277,0.0,57,,-55.0,,-66.0,,-67.0,-55.0,-72.0,-73.0,-83.0
29278,0.0,57,-33.0,-50.0,-54.0,-67.0,-81.0,-53.0,-58.0,-70.0,-64.0,-78.0
29279,0.0,57,-53.0,-73.0,-76.0,-75.0,,-52.0,,-78.0,-76.0,-87.0
29280,0.0,57,-47.0,-64.0,-64.0,-68.0,,-48.0,-66.0,-75.0,-70.0,
29281,0.0,57,-48.0,-62.0,-61.0,-65.0,,-56.0,-54.0,-67.0,-62.0,
29282,0.0,57,-49.0,,-63.0,-74.0,,-46.0,-68.0,-75.0,,-81.0
29283,0.0,57,-39.0,,-54.0,-66.0,,-53.0,-50.0,-74.0,-67.0,-78.0
29284,0.0,57,-41.0,-55.0,,-70.0,,,,,,-82.0
29285,0.0,57,-37.0,-50.0,-59.0,-70.0,-84.0,-60.0,-60.0,-67.0,,-72.0
29286,0.0,57,-56.0,-71.0,,,,-47.0,,-78.0,,-82.0
29287,0.0,57,-54.0,-57.0,,,,-49.0,-56.0,,,-76.0
29288,0.0,57,-55.0,-70.0,-71.0,-77.0,,-47.0,-56.0,-79.0,,-81.0
29289,0.0,57,-53.0,-58.0,-67.0,-78.0,,-49.0,-62.0,,-68.0,-79.0
29290,0.0,57,-45.0,-50.0,-55.0,-59.0,,-55.0,-55.0,-71.0,-64.0,-77.0
29291,0.0,57,-46.0,-49.0,-63.0,-60.0,-81.0,-54.0,-59.0,-72.0,-69.0,-70.0
29292,0.0,57,-36.0,-71.0,-71.0,-77.0,,-54.0,,-82.0,,-83.0
29293,0.0,57,-31.0,-57.0,-65.0,-65.0,,-53.0,-53.0,-72.0,-65.0,
29294,0.0,57,-56.0,-49.0,-49.0,,-75.0,-56.0,-54.0,-71.0,-67.0,
29295,0.0,57,,-69.0,-64.0,-74.0,,-53.0,-69.0,-76.0,-81.0,-78.0
29296,0.0,57,-55.0,,-63.0,,,-45.0,,,-77.0,-84.0
29297,0.0,57,-41.0,-52.0,-51.0,-66.0,-82.0,-54.0,,-70.0,-73.0,-77.0
29298,0.0,57,-42.0,-48.0,-55.0,-59.0,-73.0,-53.0,-55.0,-71.0,-74.0,-69.0
29299,0.0,57,-30.0,,,-72.0,,-59.0,-65.0,-72.0,-74.0,-73.0
29300,0.0,57,-38.0,-52.0,-66.0,-71.0,-81.0,-60.0,-64.0,-77.0,-63.0,-72.0
29301,0.0,57,-54.0,-69.0,-67.0,,,,,-75.0,-68.0,-76.0
29302,0.0,57,-36.0,,,,,-44.0,,,-76.0,-78.0
29303,0.0,57,,,,,,-47.0,,,,
29304,0.0,57,,,,,,-47.0,,,,
29305,0.0,57,-41.0,-50.0,,,-83.0,-57.0,-60.0,,,-75.0
29306,0.0,57,-31.0,-68.0,,,,-51.0,-56.0,,,
29307,0.0,57,-44.0,-52.0,-60.0,-60.0,-81.0,-61.0,-57.0,-70.0,-71.0,-73.0
29308,0.0,57,-48.0,-54.0,,,-75.0,,-51.0,,,-80.0
29309,0.0,57,-52.0,-66.0,-69.0,,,,,,,
29310,0.0,57,-44.0,-53.0,-58.0,-59.0,,,,-76.0,,
29311,0.0,57,-52.0,,-67.0,-73.0,,-48.0,,-77.0,-73.0,-80.0
29312,0.0,57,-45.0,,,,,-54.0,-56.0,,,-75.0
29313,0.0,57,-53.0,-57.0,-67.0,-72.0,-81.0,-52.0,-59.0,-75.0,-72.0,-75.0
29314,0.0,57,-45.0,-55.0,-58.0,-58.0,-79.0,-68.0,-51.0,-73.0,-75.0,-78.0
29315,0.0,57,-42.0,-72.0,,-78.0,,-42.0,-63.0,-80.0,-80.0,-78.0
29316,0.0,57,,,,,,,-56.0,,-67.0,
29317,0.0,57,-53.0,-72.0,-66.0,-76.0,,-49.0,-68.0,-80.0,-80.0,-82.0
29318,0.0,57,-48.0,,-48.0,,-76.0,-58.0,-57.0,-67.0,,
29319,0.0,57,-52.0,-52.0,-52.0,-71.0,,-52.0,-56.0,-73.0,-75.0,-81.0
29320,0.0,57,,-63.0,-67.0,-80.0,,,,,-75.0,-89.0
29321,0.0,57,,,,,-87.0,,,,,-87.0
29322,0.0,57,-51.0,,-66.0,-69.0,,-45.0,-61.0,-75.0,-75.0,
29323,0.0,57,,-68.0,-75.0,-67.0,,-47.0,,-74.0,-76.0,-84.0
29324,0.0,57,-54.0,-46.0,-54.0,-61.0,-75.0,-53.0,,-75.0,,-72.0
29325,0.0,57,,-73.0,,,,-50.0,-60.0,,-67.0,
29326,0.0,57,-53.0,-64.0,,,-74.0,-66.0,,-72.0,,
29327,0.0,57,-44.0,-56.0,-61.0,-69.0,-79.0,-54.0,-54.0,-70.0,-68.0,-72.0
29328,0.0,57,-41.0,-59.0,-54.0,-70.0,,-54.0,-45.0,-71.0,-71.0,-84.0
29329,0.0,57,-39.0,-51.0,-53.0,-72.0,,-53.0,-53.0,-72.0,-70.0,-74.0
29330,0.0,57,-34.0,,-58.0,-68.0,,-58.0,-55.0,,-69.0,-71.0
29331,0.0,57,,,,,,-44.0,-60.0,,,
29332,0.0,57,-28.0,-60.0,,-71.0,,-54.0,-62.0,,-79.0,-79.0
29333,0.0,57,-65.0,-55.0,-57.0,-73.0,-88.0,-52.0,-59.0,-75.0,,-79.0
29334,0.0,57,-47.0,-47.0,-62.0,-62.0,,-62.0,-60.0,-72.0,-65.0,-70.0
29335,0.0,57,-45.0,-70.0,,-73.0,,-45.0,-63.0,-76.0,,-73.0
29336,0.0,57,,-67.0,-65.0,,,,,-76.0,,
29337,0.0,57,-53.0,-71.0,,,,-48.0,-64.0,,,-82.0
29338,0.0,57,-56.0,,,,,-55.0,-65.0,,-73.0,-78.0
29339,0.0,57,-43.0,-51.0,,-65.0,,-62.0,,,-66.0,-73.0
29340,0.0,57,-54.0,,-61.0,,-80.0,-58.0,-67.0,,-74.0,-78.0
29341,0.0,57,-49.0,-55.0,-51.0,-72.0,,,-55.0,-74.0,-69.0,-76.0
29342,0.0,57,-47.0,-48.0,-54.0,-64.0,-78.0,-49.0,-56.0,-72.0,-70.0,-70.0
29343,0.0,57,-49.0,-51.0,,-62.0,,-51.0,-69.0,-74.0,-62.0,
29344,0.0,57,-52.0,-68.0,-71.0,-76.0,,-44.0,-65.0,,,-85.0
29345,0.0,57,-43.0,-62.0,-65.0,-76.0,,-44.0,-61.0,-76.0,,
29346,0.0,57,-60.0,-73.0,-70.0,-82.0,,-57.0,-59.0,-84.0,,-87.0
29347,0.0,57,-56.0,,-69.0,-70.0,,-45.0,,-74.0,-77.0,-84.0
29348,0.0,57,-52.0,-52.0,-55.0,-63.0,,-59.0,,-75.0,,-73.0
29349,0.0,57,-50.0,-70.0,,,,-47.0,-67.0,,,
29350,0.0,57,-46.0,-71.0,-67.0,,,-46.0,-61.0,-83.0,-75.0,-85.0
29351,0.0,57,,-57.0,-56.0,-70.0,,,,-69.0,,-76.0
29352,0.0,57,-44.0,,-60.0,-76.0,-76.0,-71.0,-56.0,,-69.0,-77.0
29353,0.0,57,-40.0,-63.0,-59.0,-67.0,,-58.0,-58.0,,-67.0,-74.0
29354,0.0,57,-53.0,,-65.0,,,,,-79.0,,
29355,0.0,57,-65.0,,-56.0,-65.0,-72.0,-60.0,,-70.0,-67.0,-76.0
29356,0.0,57,-54.0,-72.0,,,,-50.0,-63.0,,-72.0,-84.0
29357,0.0,57,,-61.0,-64.0,-78.0,,-52.0,-58.0,-77.0,,-81.0
29358,0.0,57,-54.0,-70.0,-67.0,-69.0,,-53.0,-64.0,-71.0,-72.0,
29359,0.0,57,-35.0,-63.0,-57.0,-66.0,-73.0,-49.0,,-66.0,-67.0,
29360,0.0,57,-49.0,-51.0,-57.0,-62.0,,-47.0,-70.0,-74.0,-69.0,-78.0
29361,0.0,57,,-71.0,,-78.0,,-48.0,-71.0,-78.0,-77.0,-85.0
29362,0.0,57,-46.0,-57.0,-51.0,-60.0,,-60.0,-53.0,-74.0,,-79.0
29363,0.0,57,-45.0,-54.0,-55.0,-60.0,-80.0,-55.0,,-71.0,,-80.0
29364,0.0,57,-44.0,-54.0,-57.0,,-76.0,-52.0,-50.0,,-62.0,
29365,0.0,57,-48.0,-52.0,-59.0,-61.0,,-50.0,-59.0,-66.0,-64.0,-73.0
29366,0.0,57,-49.0,-58.0,-49.0,-64.0,-77.0,-62.0,-56.0,-67.0,-63.0,-75.0
29367,0.0,57,-46.0,-58.0,-67.0,-75.0,-77.0,-53.0,-62.0,-78.0,-67.0,-77.0
29368,0.0,57,-52.0,-73.0,,,,-53.0,-68.0,,,-81.0
29369,0.0,57,,-72.0,-70.0,-69.0,-88.0,-46.0,,,-79.0,-84.0
29370,0.0,57,-53.0,-73.0,-67.0,-81.0,,-50.0,-69.0,-81.0,-80.0,-84.0
29371,0.0,57,-50.0,,-56.0,-59.0,-78.0,-58.0,-58.0,-75.0,-69.0,-74.0
29372,0.0,57,-50.0,,,,,-49.0,,,,-78.0
29373,0.0,57,-53.0,-77.0,-76.0,-73.0,,-49.0,-67.0,-80.0,-72.0,-83.0
29374,0.0,57,-32.0,-58.0,,,,-61.0,-53.0,,-65.0,
29375,0.0,57,-54.0,-65.0,-60.0,-67.0,,-58.0,-75.0,-74.0,-77.0,-76.0
29376,0.0,57,-55.0,-62.0,-63.0,-73.0,,-47.0,-62.0,-79.0,-69.0,-73.0
29377,0.0,57,-53.0,-71.0,-74.0,-75.0,-89.0,-51.0,-68.0,-81.0,-82.0,-85.0
29378,0.0,57,-54.0,,-71.0,-70.0,-85.0,-44.0,-65.0,-75.0,,-90.0
29379,0.0,57,,,,,,-50.0,-64.0,,,
29380,0.0,57,-45.0,-50.0,-55.0,-68.0,,-53.0,-50.0,-71.0,-68.0,-75.0
29381,0.0,57,,,,-65.0,-80.0,-55.0,,,,-78.0
29382,0.0,57,,-51.0,-59.0,-70.0,,,,-76.0,-74.0,-80.0
29383,0.0,57,-48.0,-67.0,,,-75.0,-61.0,,,-66.0,-77.0
29384,0.0,57,-50.0,-48.0,-61.0,-59.0,,-56.0,-63.0,-64.0,-63.0,-71.0
29385,0.0,57,-43.0,-49.0,-56.0,-62.0,-81.0,-62.0,-58.0,-76.0,-69.0,-76.0
29386,0.0,57,-48.0,-52.0,-64.0,-65.0,,-56.0,-56.0,-68.0,-65.0,-74.0
29387,0.0,57,,-51.0,-56.0,,,-57.0,-57.0,-69.0,,-71.0
29388,0.0,57,-47.0,-54.0,-66.0,-69.0,,-49.0,-60.0,-82.0,-78.0,-76.0
29389,0.0,57,,-68.0,,,,-52.0,-58.0,-70.0,,-81.0
29390,0.0,57,-49.0,-60.0,-51.0,-61.0,,-55.0,-59.0,-67.0,-64.0,-74.0
29391,0.0,57,-33.0,-71.0,-73.0,-80.0,,-45.0,-61.0,-82.0,,
29392,0.0,57,,-53.0,-51.0,-57.0,-76.0,-57.0,-63.0,-65.0,-69.0,-74.0
29393,0.0,57,,,,,,-49.0,-56.0,,,
29394,0.0,57,-44.0,-57.0,,,,-53.0,-58.0,-78.0,-69.0,
29395,0.0,57,-53.0,-49.0,-51.0,,,-47.0,-57.0,-73.0,-67.0,
29396,0.0,57,-47.0,-68.0,-68.0,,,-48.0,,,-77.0,-91.0
29397,0.0,57,-47.0,-54.0,,-60.0,-73.0,-54.0,-57.0,,,
29398,0.0,57,-56.0,-72.0,-69.0,,,-49.0,-69.0,-81.0,-78.0,-87.0
29399,0.0,57,-57.0,-67.0,-73.0,-73.0,,-46.0,-64.0,-78.0,,-82.0
29400,0.0,57,-54.0,-57.0,,,-75.0,-60.0,-64.0,-71.0,,
29401,0.0,57,-51.0,-56.0,-62.0,-69.0,,-67.0,-59.0,-73.0,-69.0,-83.0
29402,0.0,57,-63.0,-70.0,-68.0,-81.0,,-51.0,-67.0,-77.0,-79.0,-84.0
29403,0.0,57,-54.0,-49.0,-54.0,-70.0,,-53.0,-53.0,-72.0,-69.0,-78.0
29404,0.0,57,,-66.0,-66.0,,,-45.0,-64.0,-81.0,,-86.0
29405,0.0,57,-44.0,-54.0,-61.0,,-85.0,-59.0,,-78.0,-71.0,
29406,0.0,57,-46.0,-52.0,-69.0,-61.0,-79.0,-51.0,-59.0,-70.0,-71.0,-79.0
29407,0.0,57,-39.0,-58.0,,-65.0,-71.0,,,-74.0,-73.0,-77.0
29408,0.0,57,-44.0,-58.0,-69.0,-75.0,,-52.0,-67.0,-78.0,-70.0,-89.0
29409,0.0,57,,,,,-79.0,-56.0,-69.0,,-74.0,
29410,0.0,57,-50.0,,-67.0,-72.0,-88.0,-50.0,,-86.0,,-80.0
29411,0.0,57,-41.0,-72.0,-74.0,-77.0,-90.0,-44.0,,-78.0,-78.0,-81.0
29412,0.0,57,,-70.0,,,,-48.0,-68.0,,-69.0,-82.0
29413,0.0,57,-49.0,,,,-75.0,,,,-69.0,-75.0
29414,0.0,57,-32.0,,,,-81.0,,-59.0,,,-72.0
29415,0.0,57,-46.0,-55.0,,,-74.0,-51.0,-66.0,-73.0,,-82.0
29416,0.0,57,-50.0,-63.0,-58.0,-81.0,-77.0,-45.0,-58.0,-78.0,-71.0,-79.0
29417,0.0,57,,,-62.0,-69.0,,-53.0,,-79.0,-72.0,-73.0
29418,0.0,57,-44.0,-59.0,-60.0,-68.0,,-51.0,-52.0,-67.0,,-72.0
29419,0.0,57,-58.0,-71.0,,,,-49.0,-72.0,,,-85.0
29420,0.0,57,-47.0,,-64.0,,,-49.0,-62.0,,,-79.0
29421,0.0,57,-45.0,,-54.0,-64.0,,-53.0,-57.0,,-69.0,-77.0
29422,0.0,57,-45.0,,,-63.0,-71.0,,,-72.0,-72.0,-69.0
29423,0.0,57,-38.0,-47.0,-52.0,-68.0,-80.0,,,-65.0,,-74.0
29424,0.0,57,-46.0,-64.0,-63.0,-76.0,,-51.0,-60.0,-77.0,-77.0,-80.0
29425,0.0,57,-29.0,-71.0,-61.0,-78.0,,-53.0,-60.0,-77.0,,-81.0
29426,0.0,57,-53.0,-54.0,-52.0,-68.0,-86.0,-51.0,-58.0,-74.0,-71.0,-80.0
29427,0.0,57,-49.0,,,-81.0,,-48.0,-68.0,,,-84.0
29428,0.0,57,-49.0,-69.0,-69.0,-78.0,-89.0,-48.0,-69.0,-86.0,-79.0,
29429,0.0,57,-31.0,,-64.0,-68.0,,-64.0,-65.0,-76.0,-73.0,-73.0
29430,0.0,57,-31.0,-58.0,-57.0,-72.0,-85.0,-54.0,-60.0,-70.0,-71.0,-77.0
29431,0.0,57,-39.0,-70.0,-66.0,-81.0,,,,-77.0,-81.0,-83.0
29432,0.0,57,-46.0,-54.0,-59.0,,,-54.0,-48.0,-72.0,,-79.0
29433,0.0,57,,-56.0,-63.0,-61.0,-77.0,-54.0,-64.0,-73.0,-67.0,-71.0
29434,0.0,57,,-51.0,-53.0,-68.0,-80.0,,-77.0,-66.0,-66.0,-72.0
29435,0.0,57,-42.0,-52.0,-58.0,-62.0,,-52.0,-55.0,-67.0,-71.0,-71.0
29436,0.0,57,-48.0,-49.0,-54.0,,-74.0,-52.0,-60.0,-65.0,,-71.0
29437,0.0,57,-58.0,-70.0,-76.0,,,-47.0,-64.0,-86.0,-73.0,-86.0
29438,0.0,57,-49.0,-56.0,-57.0,,,-49.0,-61.0,-72.0,-74.0,-79.0
29439,0.0,57,-48.0,-71.0,-64.0,-66.0,,-45.0,-65.0,-75.0,,
29440,0.0,57,-58.0,,-56.0,-65.0,-70.0,,-61.0,,,
29441,0.0,57,-54.0,-60.0,-54.0,-63.0,,-58.0,-60.0,-68.0,-64.0,-76.0
29442,0.0,57,-44.0,-54.0,-58.0,-67.0,,-58.0,-54.0,-74.0,-70.0,
29443,0.0,57,-51.0,-71.0,-69.0,-79.0,,-47.0,-67.0,-80.0,-77.0,-87.0
29444,0.0,57,-53.0,-69.0,,,,-46.0,-68.0,,,-79.0
29445,0.0,57,-47.0,-50.0,,,,-56.0,,,,-75.0
29446,0.0,57,-57.0,-68.0,-61.0,,,-50.0,-65.0,,,
29447,0.0,57,,-68.0,-70.0,-75.0,,-46.0,-61.0,-76.0,-73.0,-83.0
29448,0.0,57,-54.0,-53.0,-55.0,-58.0,-74.0,-49.0,-49.0,-71.0,-72.0,-78.0
29449,0.0,57,-50.0,-67.0,-63.0,-78.0,,-44.0,-58.0,-77.0,-76.0,-85.0
29450,0.0,57,-54.0,-48.0,,-57.0,-72.0,-51.0,-64.0,-63.0,-68.0,-68.0
29451,0.0,57,-51.0,-55.0,-56.0,-76.0,,-48.0,-64.0,-78.0,-74.0,-78.0
29452,0.0,57,,,,-65.0,,,,,-80.0,-76.0
29453,0.0,57,-50.0,-62.0,-66.0,-73.0,,-47.0,,-74.0,-72.0,-84.0
29454,0.0,57,-44.0,-49.0,-61.0,,-80.0,-50.0,-58.0,-77.0,,
29455,0.0,57,-53.0,-72.0,-69.0,-75.0,,-44.0,-73.0,-81.0,-75.0,-88.0
29456,0.0,57,-53.0,-65.0,-62.0,-77.0,,-46.0,-64.0,-81.0,-82.0,-78.0
29457,0.0,57,-35.0,-64.0,,,,-55.0,-51.0,-71.0,-67.0,
29458,0.0,57,-44.0,-70.0,-65.0,-74.0,,-43.0,-60.0,,,-75.0
29459,0.0,57,-47.0,-50.0,-54.0,-59.0,,,,-71.0,,-75.0
29460,0.0,57,,-67.0,,-72.0,,-57.0,-58.0,-77.0,,-84.0
29461,0.0,57,-54.0,,,,,-47.0,,,,
29462,0.0,57,-57.0,-57.0,-54.0,-68.0,-85.0,-50.0,-62.0,-74.0,-70.0,-77.0
29463,0.0,57,-45.0,-60.0,-62.0,-76.0,-78.0,-48.0,-56.0,-81.0,-71.0,-83.0
29464,0.0,57,-46.0,-58.0,-54.0,-76.0,,-52.0,-55.0,-74.0,-73.0,-84.0
29465,0.0,57,-39.0,-61.0,-55.0,-77.0,-85.0,-52.0,,-72.0,-72.0,-79.0
29466,0.0,57,-47.0,-53.0,-60.0,,-81.0,-65.0,-60.0,,,
29467,0.0,57,-50.0,-56.0,,,,-50.0,-61.0,-73.0,,-78.0
29468,0.0,57,-51.0,-63.0,-58.0,-74.0,,-47.0,-58.0,,,
29469,0.0,57,-47.0,-58.0,-49.0,,,-55.0,-60.0,-69.0,,-84.0
29470,0.0,57,-55.0,-52.0,-55.0,-67.0,-72.0,-56.0,,-73.0,-70.0,-81.0
29471,0.0,57,-52.0,,-58.0,-58.0,,-53.0,-72.0,-74.0,-65.0,-69.0
29472,0.0,57,-35.0,-57.0,-50.0,,,-52.0,-48.0,,,-76.0
29473,0.0,20,,-54.0,,-67.0,,-67.0,-56.0,-62.0,-64.0,-75.0
29474,0.0,20,-64.0,-47.0,-48.0,-67.0,,-58.0,-49.0,-75.0,-72.0,-72.0
29475,0.0,20,-45.0,-46.0,-55.0,-67.0,,-65.0,-57.0,-65.0,-64.0,-76.0
29476,0.0,20,,-50.0,-49.0,-70.0,,-77.0,,,-70.0,-73.0
29477,0.0,20,-49.0,-45.0,,,-79.0,,,,,-71.0
29478,0.0,20,-47.0,,-55.0,,-80.0,,,-61.0,,-76.0
29479,0.0,20,-51.0,-55.0,,-61.0,,-55.0,-56.0,,,-72.0
29480,0.0,20,,,,,,,-48.0,,,-77.0
29481,0.0,20,-51.0,-58.0,-42.0,-70.0,-74.0,,,-59.0,,-71.0
29482,0.0,20,-44.0,-50.0,-45.0,-68.0,,-63.0,,-69.0,-74.0,
29483,0.0,20,,-54.0,-53.0,,,-61.0,-58.0,,-68.0,-73.0
29484,0.0,20,-51.0,-46.0,,,,-60.0,-56.0,-60.0,,
29485,0.0,20,-53.0,-48.0,-58.0,-67.0,-82.0,-60.0,-59.0,-67.0,-72.0,-80.0
29486,0.0,20,-57.0,-44.0,-51.0,-63.0,-79.0,-70.0,-64.0,-55.0,-68.0,-68.0
29487,0.0,20,-55.0,-57.0,-50.0,-63.0,,,-59.0,-61.0,-69.0,-77.0
29488,0.0,20,,-49.0,-59.0,-71.0,-81.0,-61.0,-60.0,-67.0,-69.0,-77.0
29489,0.0,20,,,,,,-63.0,-61.0,,-75.0,-67.0
29490,0.0,20,-49.0,-56.0,-50.0,,,-56.0,-53.0,,-74.0,-72.0
29491,0.0,20,-52.0,-56.0,,-76.0,,-74.0,-59.0,,-68.0,-85.0
29492,0.0,20,-68.0,-43.0,-51.0,-63.0,,-71.0,-65.0,-58.0,-67.0,-78.0
29493,0.0,20,-52.0,-54.0,,-69.0,,-62.0,-49.0,-67.0,-77.0,-83.0
29494,0.0,20,-59.0,-59.0,-48.0,-70.0,-76.0,-66.0,-60.0,-69.0,-70.0,-76.0
29495,0.0,20,-46.0,-51.0,-49.0,-67.0,,-61.0,-56.0,-61.0,-69.0,-75.0
29496,0.0,20,-49.0,-52.0,,-58.0,-75.0,,,-60.0,,-68.0
29497,0.0,20,-47.0,-46.0,-50.0,-72.0,,-53.0,-52.0,-61.0,-69.0,-74.0
29498,0.0,20,-43.0,-60.0,-57.0,-68.0,-79.0,-68.0,-58.0,-62.0,-68.0,-76.0
29499,0.0,20,-48.0,-47.0,,-70.0,,-57.0,-58.0,-65.0,,-76.0
29500,0.0,20,-61.0,-41.0,-41.0,-61.0,,-62.0,-61.0,-67.0,-67.0,-77.0
29501,0.0,20,-59.0,-50.0,-66.0,-69.0,-84.0,-60.0,-67.0,-74.0,-74.0,-81.0
29502,0.0,20,,-51.0,,,-73.0,-74.0,-53.0,,,-71.0
29503,0.0,20,-38.0,-41.0,,-71.0,,-63.0,-48.0,,,-77.0
29504,0.0,20,,-49.0,,-68.0,-72.0,,,-61.0,,-74.0
29505,0.0,20,-50.0,-50.0,-50.0,,,-61.0,-67.0,,,
29506,0.0,20,-60.0,-53.0,-53.0,-70.0,-77.0,-66.0,-57.0,-62.0,-68.0,
29507,0.0,20,-53.0,-44.0,,-61.0,,-76.0,-69.0,-57.0,-62.0,-73.0
29508,0.0,20,-51.0,-49.0,-46.0,-72.0,-75.0,-66.0,-59.0,-65.0,-66.0,-72.0
29509,0.0,20,,-47.0,-46.0,-65.0,,-63.0,-58.0,,-62.0,-78.0
29510,0.0,20,-56.0,-45.0,-49.0,-67.0,-82.0,-64.0,-58.0,-71.0,-79.0,-69.0
29511,0.0,20,-43.0,,-53.0,-73.0,-74.0,-63.0,-53.0,-61.0,,-77.0
